 pp_0000  6398138.220051237 1922675.4736548383 4  0.06376010909777790613972570099576842 
 pp_0001  6393062.245026783 1916718.5887683297 5  0.056424108821901658439301741054805461 
 pp_0002  6396284.012013867 1918086.1477180421 4  0.058809241014983450190900526877157972 
 pp_0003  6399505.77900095 1919453.7066677546 4  0.062721611222670198282358455799112562 
 pp_0004  6394429.803976495 1913496.8217812462 5  0.061732322211319259896988853597576963 
 pp_0005  6397651.570963578 1914864.3807309587 4  0.070504436454375485343604168519959785 
 pp_0006  6400873.337950662 1916231.939680671 4  0.062420663633613496235064133088599192 
 pp_0007  6404095.104937745 1917599.4986303835 4  0.064768118850924191742812752181635005 
 pp_0008  6395797.3629262075 1910275.0547941627 5  0.058820450520353402545925547428851132 
 pp_0009  6399019.129913291 1911642.6137438752 5  0.067629784920624103072839261585613713 
 pp_0010  6402240.896900374 1913010.1726935876 4  0.061782606009870962016083950629763422 
 pp_0011  6405462.663887458 1914377.7316433 4  0.065189938166786171036548580559610855 
 pp_0012  6397164.92187592 1907053.2878070793 5  0.060820746384714324817011288359935861 
 pp_0013  6400386.688863004 1908420.8467567917 5  0.064846581676904657687288136003189720 
 pp_0014  6403608.455850087 1909788.4057065041 5  0.061833101501252693554810946352517931 
 pp_0015  6406830.222837171 1911155.9646562166 4  0.062737996010167371152554949276236584 
 pp_0016  6398532.480825633 1903831.5208199956 5  0.068199693366467584176859872968634591 
 pp_0017  6401754.247812716 1905199.079769708 5  0.061598853123719370106226023153794813 
 pp_0018  6404976.0147998 1906566.6387194204 5  0.055553253098633827156138664804529981 
 pp_0019  6408197.781786883 1907934.1976691328 5  0.062178079401053965025170100489049219 
 pp_0020  6403121.806762429 1901977.3127826245 5  0.050606873387242547190911778898225748 
 pp_0021  6406343.573749512 1903344.871732337 5  0.060255439310896150018059813646686962 
 pp_0022  6409565.340736596 1904712.4306820494 5  0.064261745459084432252616636560560437 
 pp_0023  6412787.107723679 1906079.9896317618 5  0.061008938412141423823786823277259828 
 pp_0024  6404489.365712141 1898755.545795541 5  0.062876663628840118169804895842389669 
 pp_0025  6407711.132699224 1900123.1047452535 5  0.068058221583326555803594715143844951 
 pp_0026  6410932.899686308 1901490.663694966 5  0.065993985322440357199624827444495168 
 pp_0027  6414154.666673391 1902858.2226446783 5  0.053432853651253990612257638304072316 
 pp_0028  6405856.924661853 1895533.7788084575 6  0.054722077558990347978529200645425590 
 pp_0029  6409078.691648937 1896901.33775817 5  0.059882923672564113137806174336219556 
 pp_0030  6412300.45863602 1898268.8967078824 5  0.068433827205435296403557288158481242 
 pp_0031  6415522.225623104 1899636.4556575948 5  0.065375230594362968017385639996064128 
 pp_0032  6404002.716624483 1890944.4528716614 6  0.065885084767830517926689992691535736 
 pp_0033  6407224.483611566 1892312.0118213738 6  0.057620468132231233981954687806137372 
 pp_0034  6410446.2505986495 1893679.5707710863 5  0.064100480912074875305961541016586125 
 pp_0035  6413668.017585733 1895047.1297207987 5  0.056370780530788019979659964064921951 
 pp_0036  6408592.042561279 1889090.2448342904 6  0.055773119737245704929939904559432762 
 pp_0037  6411813.809548362 1890457.8037840028 5  0.060434466965293635876133038209445658 
 pp_0038  6415035.576535446 1891825.3627337152 5  0.061490649725317876594932187117592548 
 pp_0039  6413181.368498074 1887236.0367969193 5  0.070201592578432586710945884078682866 
 pp_0040  6416403.135485157 1888603.5957466317 5  0.062933665307168679126093024933652487 
 pp_0041  6411327.160460703 1882646.7108601234 6  0.067191970416469667948256017098174198 
 pp_0042  6414548.927447787 1884014.2698098356 6  0.061269339622341413564843293215744779 
 pp_0043  6417770.69443487 1885381.8287595483 5  0.065232629166504255135983214586303802 
 pp_0044  6412694.719410416 1879424.9438730397 6  0.056304627752957997488536534547165502 
 pp_0045  6415916.486397499 1880792.502822752 6  0.063317581102426884198663969982590061 
 pp_0046  6419138.253384583 1882160.0617724645 5  0.062660504399187202939636165410774993 
 pp_0047  6414062.278360128 1876203.1768859562 6  0.0627732746954351855661613512893381994 
 pp_0048  6417284.045347212 1877570.7358356686 6  0.0565899042426678544615015198360197246 
 pp_0049  6420505.812334295 1878938.294785381 6  0.0597462100649974806043651653908455046 
 pp_0050  6415429.837309841 1872981.4098988727 6  0.0624550909872793255650513799537293380 
 pp_0051  6418651.604296925 1874348.9688485852 6  0.0651963167924913822304233690374530852 
 pp_0052  6421873.371284008 1875716.5277982976 6  0.0591464733276516191340377304186404217 
 pp_0053  6416797.396259553 1869759.642911789 6  0.0585976618028293053108690457975171739 
 pp_0054  6420019.163246636 1871127.2018615014 6  0.0571440741480505401406198018321447307 
 pp_0055  6423240.93023372 1872494.7608112139 6  0.0628950219473357607924413059663493186 
 pp_0056  6426462.697220803 1873862.3197609263 8  0.0631716244798312676067553184111602604 
 pp_0057  6418164.955209265 1866537.8759247055 6  0.0648634100852227696298868409030546900 
 pp_0058  6421386.722196349 1867905.434874418 6  0.0663030326757622218147858461634314153 
 pp_0059  6424608.489183432 1869272.9938241304 8  0.0633600852960184285356248778953158762 
 pp_0060  6427830.256170516 1870640.5527738428 8  0.0682930704032242430479016093158861622 
 pp_0061  6416310.747171895 1861948.5499879096 7  0.0647844341726910577516918010587687604 
 pp_0062  6419532.514158978 1863316.108937622 7  0.0571788056187363669113921105235931464 
 pp_0063  6422754.281146062 1864683.6678873345 6  0.0611508736868016516963209028290293645 
 pp_0064  6425976.048133145 1866051.226837047 8  0.0611882479347598887131631784086494008 
 pp_0065  6429197.815120229 1867418.7857867593 8  0.0640520268097854172939520367435761727 
 pp_0066  6432419.582107312 1868786.3447364718 8  0.0655435508021931650946001468582835514 
 pp_0067  6435641.349094396 1870153.9036861842 8  0.0683648366617010672108278868108754978 
 pp_0068  6414456.539134524 1857359.2240511137 7  0.0605158904843989126076664319953124505 
 pp_0069  6417678.306121607 1858726.7830008261 7  0.0644708706053978702898987762637261767 
 pp_0070  6420900.073108691 1860094.3419505386 7  0.0559763892872640750342227988767263014 
 pp_0071  6424121.840095774 1861461.900900251 3  0.0666436425404969140506850067140476312 
 pp_0072  6427343.607082858 1862829.4598499634 3  0.0582210395602392530300939199605636531 
 pp_0073  6430565.374069941 1864197.0187996759 3  0.0596698743277895085612705372568598250 
 pp_0074  6433787.141057025 1865564.5777493883 2  0.0603659040618173478587316083121550037 
 pp_0075  6437008.908044109 1866932.1366991007 2  0.0586917374846041006719588040141388774 
 pp_0076  6440230.675031193 1868299.6956488134 2  0.0613341942660631245232139008294325322 
 pp_0077  6415824.098084236 1854137.45706403 7  0.0616396143881184424562214019260864006 
 pp_0078  6419045.865071319 1855505.0160137424 7  0.0615907186221183525209887932305719005 
 pp_0079  6422267.6320584025 1856872.5749634549 7  0.0618967549785174389609387901600712212 
 pp_0080  6425489.399045486 1858240.1339131673 7  0.0604996016477772763364484376324980985 
 pp_0081  6428711.1660325695 1859607.6928628797 3  0.0660232542048758003216946121938235592 
 pp_0082  6431932.933019653 1860975.2518125921 3  0.0580063796397455519460173434254102176 
 pp_0083  6435154.700006736 1862342.8107623046 2  0.0657804540768109347048664403700968251 
 pp_0084  6438376.466993821 1863710.369712017 2  0.0638035000509999256079751717152248602 
 pp_0085  6441598.233980904 1865077.9286617297 2  0.0658909962202514493112559534893080126 
 pp_0086  6420413.424021032 1852283.249026659 7  0.0607352960637650846065227483450144064 
