 pp_0000  6398138.220051237 1922675.4736548383 4  1.691920249471807210284168832004070e+03 
 pp_0001  6401359.987038321 1924043.0326045507 9  1.366853259378214261232642456889153e+03 
 pp_0002  6404581.754025404 1925410.5915542631 9  1.376222941039975239618797786533833e+03 
 pp_0003  6407803.521012488 1926778.1505039756 9  1.107479399987698570839711464941502e+03 
 pp_0004  6411025.287999572 1928145.709453688 9  9.006294537881781252508517354726791e+02 
 pp_0005  6414247.054986656 1929513.2684034007 9  1.086060241013841050516930408775806e+03 
 pp_0006  6389840.4780397 1915351.0298186173 9  7.0119053231854331897920928895473480e+02 
 pp_0007  6393062.245026783 1916718.5887683297 5  1.2321812407475808868184685707092285e+03 
 pp_0008  6396284.012013867 1918086.1477180421 4  1.0455906875238886186707532033324242e+03 
 pp_0009  6399505.77900095 1919453.7066677546 4  6.8403402423325724157621152698993683e+02 
 pp_0010  6402727.5459880335 1920821.265617467 9  1.2122133408079496348364045843482018e+03 
 pp_0011  6405949.312975117 1922188.8245671794 9  7.8321705191419141556252725422382355e+02 
 pp_0012  6409171.0799622005 1923556.3835168919 9  1.1628882397549593861185712739825249e+03 
 pp_0013  6412392.846949285 1924923.9424666043 9  1.1110367709704321441677166149020195e+03 
 pp_0014  6415614.613936368 1926291.501416317 9  8.4979329576239251764491200447082520e+02 
 pp_0015  6418836.380923452 1927659.0603660294 9  8.8561326060314979713439242914319038e+02 
 pp_0016  6387986.270002328 1910761.7038818214 9  1.105466516036261964472942054271698e+03 
 pp_0017  6391208.036989411 1912129.2628315338 9  8.8533186662208913730864878743886948e+02 
 pp_0018  6394429.803976495 1913496.8217812462 5  1.3524114708964789315359666943550110e+03 
 pp_0019  6397651.570963578 1914864.3807309587 4  7.5564660904222137105534784495830536e+02 
 pp_0020  6400873.337950662 1916231.939680671 4  1.0819528109490302085760049521923065e+03 
 pp_0021  6404095.104937745 1917599.4986303835 4  1.3022952807534381918230792507529259e+03 
 pp_0022  6407316.871924829 1918967.057580096 9  1.0585541845422283131483709439635277e+03 
 pp_0023  6410538.638911912 1920334.6165298084 9  1.1885238682218353005737299099564552e+03 
 pp_0024  6413760.405898997 1921702.1754795208 9  1.0276106074940159942343598231673241e+03 
 pp_0025  6416982.17288608 1923069.7344292335 9  1.2486171255314093286870047450065613e+03 
 pp_0026  6420203.939873164 1924437.293378946 9  1.2375652700557332082098582759499550e+03 
 pp_0027  6423425.706860247 1925804.8523286583 9  9.6050786127534104252845281735062599e+02 
 pp_0028  6389353.8289520405 1907539.9368947379 9  1.162864958110498946552979759871960e+03 
 pp_0029  6392575.595939124 1908907.4958444503 9  1.3871027732635413940442958846688271e+03 
 pp_0030  6395797.3629262075 1910275.0547941627 5  1.4955077229937794527359073981642723e+03 
 pp_0031  6399019.129913291 1911642.6137438752 5  1.3781972512595491480169584974646568e+03 
 pp_0032  6402240.896900374 1913010.1726935876 4  9.8805936973826101166196167469024658e+02 
 pp_0033  6405462.663887458 1914377.7316433 4  1.0745217756580482273420784622430801e+03 
 pp_0034  6408684.430874541 1915745.2905930125 9  1.2951832700677009597711730748414993e+03 
 pp_0035  6411906.197861625 1917112.849542725 9  1.3493335742075742018641903996467590e+03 
 pp_0036  6415127.964848709 1918480.4084924373 9  1.0343672179481704915815498679876328e+03 
 pp_0037  6418349.731835793 1919847.96744215 9  9.2626658242509518004226265475153923e+02 
 pp_0038  6421571.498822876 1921215.5263918624 9  1.1311912637504974554758518934249878e+03 
 pp_0039  6390721.387901753 1904318.1699076544 9  9.861921257307922132895328104496002e+02 
 pp_0040  6393943.154888837 1905685.7288573668 9  1.0829081626988545394851826131343842e+03 
 pp_0041  6397164.92187592 1907053.2878070793 5  8.6369425877766320809314493089914322e+02 
 pp_0042  6400386.688863004 1908420.8467567917 5  1.4651397695505306728591676801443100e+03 
 pp_0043  6403608.455850087 1909788.4057065041 5  1.1836899472237630561721744015812874e+03 
 pp_0044  6406830.222837171 1911155.9646562166 4  1.2848098720660971139295725151896477e+03 
 pp_0045  6410051.989824254 1912523.523605929 9  9.2636427965063251122046494856476784e+02 
 pp_0046  6413273.756811338 1913891.0825556414 9  1.0931401742616365027060965076088905e+03 
 pp_0047  6416495.523798422 1915258.6415053539 9  1.4187879261106022568128537386655807e+03 
 pp_0048  6419717.290785505 1916626.2004550665 9  1.1109119139121382886514766141772270e+03 
 pp_0049  6392088.946851466 1901096.4029205707 9  7.407180339731764888711040839552879e+02 
 pp_0050  6395310.713838549 1902463.9618702831 9  7.7835209469840538076823577284812927e+02 
 pp_0051  6398532.480825633 1903831.5208199956 5  1.3797356473461634323030011728405952e+03 
 pp_0052  6401754.247812716 1905199.079769708 5  9.4397314704853886269120266661047935e+02 
 pp_0053  6404976.0147998 1906566.6387194204 5  1.3809635796443860726867569610476494e+03 
 pp_0054  6408197.781786883 1907934.1976691328 5  8.9455221244776623734651366248726845e+02 
 pp_0055  6411419.548773967 1909301.7566188453 9  1.0214174520994033628085162490606308e+03 
 pp_0056  6414641.31576105 1910669.3155685577 9  9.4266212210384139780217083171010017e+02 
 pp_0057  6417863.082748135 1912036.8745182701 9  1.2348691422862552826700266450643539e+03 
 pp_0058  6421084.849735218 1913404.4334679828 9  8.5306175865896943832922261208295822e+02 
 pp_0059  6393456.5058011785 1897874.6359334872 9  8.886152389698827391839586198329926e+02 
 pp_0060  6396678.272788262 1899242.1948831996 9  1.2799735876824697697884403169155121e+03 
 pp_0061  6399900.0397753455 1900609.753832912 9  1.2662719379290501819923520088195801e+03 
 pp_0062  6403121.806762429 1901977.3127826245 5  9.3327110823149257612385554239153862e+02 
 pp_0063  6406343.573749512 1903344.871732337 5  7.5350055528332575249805813655257225e+02 
 pp_0064  6409565.340736596 1904712.4306820494 5  1.2273054754885019974608439952135086e+03 
 pp_0065  6412787.107723679 1906079.9896317618 5  8.0647447656372276014735689386725426e+02 
 pp_0066  6416008.874710763 1907447.5485814742 9  9.8276804724864120998972794041037560e+02 
 pp_0067  6419230.641697847 1908815.1075311867 9  1.2758939420995725413376931101083755e+03 
 pp_0068  6422452.408684931 1910182.6664808993 9  9.7737987751886680598545353859663010e+02 
 pp_0069  6394824.06475089 1894652.8689464037 9  1.049500675953552899954956956207752e+03 
 pp_0070  6398045.831737974 1896020.4278961162 9  1.0275138734560393913852749392390251e+03 
 pp_0071  6401267.598725057 1897387.9868458286 9  1.2519949930275461156270466744899750e+03 
 pp_0072  6404489.365712141 1898755.545795541 5  9.5013422681255053703353041782975197e+02 
 pp_0073  6407711.132699224 1900123.1047452535 5  1.3469774699883021185087272897362709e+03 
 pp_0074  6410932.899686308 1901490.663694966 5  8.6993536638610919453640235587954521e+02 
 pp_0075  6414154.666673391 1902858.2226446783 5  8.5595142954560606085578911006450653e+02 
 pp_0076  6417376.433660475 1904225.7815943907 9  7.2284968832954632489418145269155502e+02 
 pp_0077  6420598.200647559 1905593.3405441032 9  1.1793058835460342379519715905189514e+03 
 pp_0078  6423819.9676346425 1906960.8994938158 9  1.1615283581785122350993333384394646e+03 
 pp_0079  6427041.734621726 1908328.4584435283 9  9.7004712698700200235180091112852097e+02 
 pp_0080  6396191.623700603 1891431.1019593203 9  9.816693957264214986935257911682129e+02 
 pp_0081  6399413.390687686 1892798.6609090327 9  9.2023135478328629233146784827113152e+02 
 pp_0082  6402635.15767477 1894166.219858745 9  1.0128418831153018118129693903028965e+03 
 pp_0083  6405856.924661853 1895533.7788084575 6  1.2088201612665277480118675157427788e+03 
 pp_0084  6409078.691648937 1896901.33775817 5  1.0406193084580513641412835568189621e+03 
