         DATE_START   PER   STP           DELT        SIMTIME       STORAGE_IN      STORAGE_OUT           CHD_IN          CHD_OUT      RURWELLS_IN     RURWELLS_OUT      MNIWELLS_IN     MNIWELLS_OUT           GHB_IN          GHB_OUT           RCH_IN          RCH_OUT           DRT_IN          DRT_OUT           SFR_IN          SFR_OUT          MNW2_IN         MNW2_OUT     FMP_WELLS_IN    FMP_WELLS_OUT       FMP_FNR_IN      FMP_FNR_OUT         IN_OUT  PERCENT_ERROR
1973-09-01T00:00:00    46     1           30.0         1400.0     2.3755304E+6      52441.44622              0.0              0.0              0.0        89805.869              0.0      63251.50680       5962.35848              0.0      31026.88537              0.0              0.0              0.0     419673.21110      61581.81932    1.8559466E-10    2.1737393E-10              0.0     2.7584812E+6     340659.94646     147722.00749      431.01759      0.0135836
1973-10-01T00:00:00    47     1           31.0         1431.0     868385.44025     2.0330313E+6              0.0              0.0              0.0        68909.491              0.0      63251.50680       6094.64846              0.0      31026.88537              0.0              0.0        868.59096     1.0993057E+6      61569.85284    2.0203360E-10    1.6038073E-10              0.0     101428.18990     462230.97657     138338.37331      353.64441      0.0143337
1973-11-01T00:00:00    48     1           30.0         1461.0     212410.59693     7.5532096E+6              0.0              0.0              0.0        49105.264              0.0      63251.50680       6097.53226              0.0      31026.88537              0.0              0.0     481237.80127     4.3947663E+6      86490.48196    2.0353531E-10    1.5504055E-10              0.0              0.0     4.4411045E+6     852618.24482      507.08073      0.0055811
1973-12-01T00:00:00    49     1           31.0         1492.0     145638.54248     5.0472692E+6              0.0              0.0              0.0        39839.504              0.0      63251.50680       6045.27966              0.0      31026.88537              0.0              0.0     401747.39645     2.1548451E+6     170517.04782    9.8264019E-11    7.2879440E-11              0.0              0.0     4.4411045E+6     1.0568375E+6      801.92418      0.0118294
1974-01-01T00:00:00    50     1           31.0         1523.0     101986.11363     4.1144968E+6              0.0              0.0              0.0        41207.099              0.0      84231.91680       5951.19695              0.0      32171.78865              0.0              0.0     528061.24303     1.6444453E+6     224827.55333    7.3901464E-11    1.3461768E-10              0.0              0.0     4.4411045E+6     1.2343862E+6     1552.04219      0.0249267
1974-02-01T00:00:00    51     1           28.0         1551.0     314772.72414     1.8544463E+6              0.0              0.0              0.0         45622.04              0.0      84231.91680       5890.14313              0.0      32171.78865              0.0              0.0     103304.85887     967174.61899     230320.03636    1.5636635E-10    1.3904414E-10              0.0     364764.66632     2.5495334E+6     1.1891486E+6     2295.87029      0.0593142
1974-03-01T00:00:00    52     1           31.0         1582.0      76197.11610     3.1689753E+6              0.0              0.0              0.0        41207.099              0.0      84231.91680       5783.60089              0.0      32171.78865              0.0              0.0     347224.64057     1.6132492E+6     265374.32189    1.2558520E-10    9.1497253E-11              0.0              0.0     4.2809668E+6     2.1031623E+6     1807.10613      0.0300720
1974-04-01T00:00:00    53     1           30.0         1612.0     971888.78177     522340.87144              0.0              0.0              0.0        50790.928              0.0      84231.91680       5712.41950              0.0      32171.78865              0.0              0.0      31639.67617     716736.69028     258526.62796    1.0722989E-10    1.1946166E-10              0.0     695467.10325     501145.69228     587744.72356     3086.47470      0.1384567
1974-05-01T00:00:00    54     1           31.0         1643.0     4.3052144E+6      85587.87571              0.0              0.0              0.0        69171.867              0.0      84231.91680       5746.98854              0.0      32171.78865              0.0              0.0        311.52338     1.0201491E+6     124929.53076    1.3315979E-10    9.4143031E-11              0.0     5.2866306E+6     573597.35622     287855.93929     1839.63179      0.0309817
1974-06-01T00:00:00    55     1           30.0         1673.0     2.2192251E+6     293634.82996              0.0              0.0              0.0         89990.91              0.0      84231.91680       5791.36397              0.0      32171.78865              0.0              0.0       88.7724359     333870.85734      87564.00391    1.4313650E-10    1.0867969E-10              0.0     2.0842570E+6     279158.35070     232754.22047     2304.18358      0.0802468
1974-07-01T00:00:00    56     1           31.0         1704.0     2.7856168E+6     231141.30871              0.0              0.0              0.0        98928.104              0.0      84231.91680       5838.85815              0.0      32171.78865              0.0              0.0              0.0     472811.73710      65279.91592    1.0609176E-10    1.1189473E-10              0.0     2.8301612E+6     225058.07364     213499.21724     1744.33985      0.0495218
1974-08-01T00:00:00    57     1           31.0         1735.0     3.4684445E+6      22489.69172              0.0              0.0              0.0        99395.672              0.0      84231.91680       5914.17337              0.0      32171.78865              0.0              0.0              0.0     613806.62803      60577.73339    7.1862563E-11    1.0032380E-10              0.0     4.1370634E+6     476688.76358     195160.08233     1892.67165      0.0411632
1974-09-01T00:00:00    58     1           30.0         1765.0     3.1019785E+6      10449.93280              0.0              0.0              0.0        92888.681              0.0      84231.91680       6004.89875              0.0      32171.78865              0.0              0.0              0.0     544907.74643      59487.79980    1.8049431E-10    2.0532304E-10              0.0     3.7386128E+6     480141.60385     181313.46735     1780.04993      0.0427271
1974-10-01T00:00:00    59     1           31.0         1796.0     1.1152813E+6     1.0455046E+6              0.0              0.0              0.0        71274.984              0.0      84231.91680       6084.99162              0.0      32171.78865              0.0              0.0        180.18717     330092.13118      58992.10077    2.0672196E-10    1.6607655E-10              0.0     203991.06774     146834.12724     170020.71803     3731.27027      0.2285855
1974-11-01T00:00:00    60     1           30.0         1826.0     645632.66618     1.6266800E+6              0.0              0.0              0.0        50790.928              0.0      84231.91680       6132.04806              0.0      32171.78865              0.0              0.0       1617.02553     920150.39138      61002.90562    2.2623669E-10    2.1610567E-10              0.0      41587.81556     414033.25223     153939.08767     1729.48790      0.0856613
1974-12-01T00:00:00    61     1           31.0         1857.0     120646.03168     5.9082080E+6              0.0              0.0              0.0        41207.099              0.0      84231.91680       6084.62571              0.0      32171.78865              0.0              0.0     143304.22737     2.5364453E+6     105744.76631    8.6282325E-11    7.9598832E-11              0.0              0.0     4.4303236E+6     845543.28569     2567.88021      0.0360305
