   0.1196   0.1196   0.1683   0.1683   0.1683   0.1684   0.1685   0.1686   0.1688   0.1690   0.1693   0.1697   0.1703   0.2406   0.2408   0.2411   0.2414   0.2418   0.1684   0.1048   0.1058   0.1423   0.1535   0.1626   0.1631   0.1655   0.1640   0.1554   0.1133   0.0897   0.0791   0.0738   0.0637   0.0634   0.0560   0.0557   0.0478   0.0318   0.0317   0.0317   0.0317   0.0245   0.0244   0.0211   0.0210   0.0169   0.0168   0.0168   0.0168   0.0168   0.0132   0.0132   0.0132   0.0132   0.0132   0.0137   0.0137   0.0137   0.0137   0.0137   0.0316   0.0371   0.0371   0.0371   0.0371   0.0404   0.0404   0.0404   0.0404   0.0404   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457
   0.1196   0.1196   0.1196   0.1196   0.1682   0.1682   0.1682   0.1683   0.1685   0.1687   0.1690   0.1694   0.1701   0.1709   0.2405   0.2409   0.2413   0.2419   0.1698   0.1314   0.1051   0.1070   0.1422   0.1616   0.1625   0.1637   0.1726   0.1333   0.0896   0.0794   0.0743   0.0685   0.0602   0.0563   0.0557   0.0472   0.0318   0.0317   0.0316   0.0316   0.0245   0.0244   0.0211   0.0169   0.0168   0.0168   0.0168   0.0168   0.0132   0.0132   0.0132   0.0132   0.0132   0.0137   0.0137   0.0137   0.0137   0.0137   0.0316   0.0371   0.0371   0.0371   0.0372   0.0404   0.0404   0.0404   0.0404   0.0404   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457
   0.1196   0.1196   0.1196   0.1196   0.1196   0.1196   0.1680   0.1680   0.1681   0.1683   0.1685   0.1690   0.1697   0.1707   0.2401   0.2405   0.2412   0.2420   0.2283   0.1316   0.0885   0.1063   0.1340   0.1423   0.1512   0.1511   0.1510   0.1117   0.0651   0.0705   0.0664   0.0596   0.0506   0.0428   0.0323   0.0318   0.0316   0.0315   0.0246   0.0245   0.0244   0.0169   0.0168   0.0168   0.0168   0.0168   0.0132   0.0132   0.0132   0.0132   0.0132   0.0137   0.0137   0.0137   0.0137   0.0137   0.0192   0.0371   0.0371   0.0371   0.0372   0.0404   0.0404   0.0404   0.0404   0.0404   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457
   0.1196   0.1196   0.1196   0.1196   0.1196   0.1196   0.1196   0.1196   0.1677   0.1677   0.1679   0.1683   0.1690   0.1702   0.1721   0.2399   0.2409   0.2423   0.2287   0.1329   0.0878   0.0886   0.1209   0.1340   0.1424   0.1512   0.1267   0.0936   0.0641   0.0632   0.0569   0.0490   0.0418   0.0350   0.0318   0.0312   0.0268   0.0246   0.0244   0.0169   0.0168   0.0168   0.0168   0.0168   0.0132   0.0132   0.0132   0.0132   0.0132   0.0137   0.0137   0.0137   0.0137   0.0137   0.0192   0.0371   0.0371   0.0371   0.0372   0.0404   0.0404   0.0404   0.0404   0.0404   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457
   0.1196   0.1196   0.1196   0.1196   0.1196   0.1196   0.1196   0.1196   0.1196   0.1197   0.1671   0.1673   0.1678   0.1690   0.1716   0.2385   0.2401   0.2431   0.2297   0.2258   0.0964   0.0871   0.1182   0.1343   0.1335   0.1232   0.1046   0.0804   0.0623   0.0553   0.0464   0.0383   0.0326   0.0276   0.0286   0.0269   0.0267   0.0242   0.0169   0.0168   0.0168   0.0168   0.0132   0.0132   0.0132   0.0132   0.0132   0.0137   0.0137   0.0137   0.0137   0.0192   0.0192   0.0371   0.0371   0.0371   0.0372   0.0404   0.0404   0.0404   0.0404   0.0404   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457
   0.1195   0.1196   0.1196   0.1196   0.1196   0.1196   0.1196   0.1196   0.1196   0.1196   0.1197   0.1197   0.1659   0.1664   0.1690   0.1769   0.2370   0.2462   0.2338   0.2218   0.1005   0.0766   0.1020   0.1151   0.1114   0.0986   0.0827   0.0683   0.0561   0.0461   0.0362   0.0278   0.0247   0.0239   0.0247   0.0224   0.0220   0.0169   0.0167   0.0167   0.0132   0.0132   0.0132   0.0132   0.0132   0.0137   0.0137   0.0137   0.0137   0.0192   0.0192   0.0192   0.0371   0.0371   0.0372   0.0404   0.0404   0.0404   0.0404   0.0404   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457
   0.1195   0.1195   0.1195   0.1195   0.1196   0.1196   0.1196   0.1196   0.1196   0.1196   0.1196   0.1197   0.1198   0.1199   0.1611   0.1690   0.2150   0.2682   0.2629   0.1927   0.1243   0.0814   0.0939   0.0983   0.0896   0.0765   0.0630   0.0567   0.0476   0.0365   0.0262   0.0193   0.0186   0.0206   0.0214   0.0201   0.0169   0.0163   0.0132   0.0132   0.0132   0.0132   0.0132   0.0137   0.0137   0.0137   0.0191   0.0192   0.0192   0.0192   0.0371   0.0371   0.0372   0.0404   0.0404   0.0404   0.0404   0.0404   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457
   0.1195   0.1195   0.1195   0.1195   0.1195   0.1195   0.1195   0.1195   0.1195   0.1196   0.1196   0.1196   0.1196   0.1197   0.1201   0.1230   0.1943   0.2274   0.2071   0.1501   0.1048   0.0851   0.0871   0.0819   0.0692   0.0577   0.0457   0.0473   0.0393   0.0289   0.0181   0.0125   0.0140   0.0175   0.0187   0.0177   0.0136   0.0133   0.0132   0.0132   0.0132   0.0137   0.0137   0.0137   0.0191   0.0192   0.0192   0.0192   0.0370   0.0371   0.0372   0.0404   0.0404   0.0404   0.0404   0.0405   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0456   0.0456
   0.1195   0.1195   0.1195   0.1195   0.1195   0.1195   0.1195   0.1195   0.1195   0.1195   0.1195   0.1195   0.1194   0.1193   0.1189   0.1161   0.1762   0.1956   0.1648   0.1148   0.0911   0.0834   0.0799   0.0661   0.0501   0.0427   0.0399   0.0394   0.0317   0.0217   0.0123   0.0074   0.0109   0.0151   0.0168   0.0160   0.0127   0.0131   0.0132   0.0133   0.0133   0.0133   0.0190   0.0191   0.0192   0.0192   0.0193   0.0370   0.0372   0.0404   0.0404   0.0405   0.0405   0.0405   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0456   0.0456   0.0456   0.0456   0.0456
   0.1195   0.1195   0.1195   0.1195   0.1195   0.1195   0.1195   0.1195   0.1195   0.1195   0.1194   0.1194   0.1193   0.1191   0.1359   0.1400   0.1640   0.1685   0.1331   0.0849   0.0825   0.0805   0.0668   0.0504   0.0353   0.0321   0.0343   0.0331   0.0262   0.0162   0.0084   0.0047   0.0092   0.0131   0.0150   0.0144   0.0122   0.0130   0.0132   0.0146   0.0146   0.0191   0.0192   0.0193   0.0193   0.0277   0.0371   0.0404   0.0405   0.0405   0.0405   0.0405   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0457   0.0456   0.0456   0.0456   0.0456   0.0456   0.0456   0.0456
