parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,j,zone,x,y
drn_k_i:192_j:66_zone:2,log,factor,1353.57,10.0,10000.0,drn_k,1.0,0.0,1,192,66,2,6451171.146628892,1842525.559752145
drn_k_i:192_j:73_zone:2,log,factor,1244.53,10.0,10000.0,drn_k,1.0,0.0,1,192,73,2,6454392.913615976,1843893.1187018573
drn_k_i:192_j:80_zone:2,log,factor,1102.97,10.0,10000.0,drn_k,1.0,0.0,1,192,80,2,6457614.680603059,1845260.67765157
drn_k_i:199_j:10_zone:9,log,factor,1058.39,10.0,10000.0,drn_k,1.0,0.0,1,199,10,9,6426764.569681936,1828363.3211673617
drn_k_i:199_j:17_zone:9,log,factor,1186.22,10.0,10000.0,drn_k,1.0,0.0,1,199,17,9,6429986.336669019,1829730.880117074
drn_k_i:199_j:24_zone:9,log,factor,1206.46,10.0,10000.0,drn_k,1.0,0.0,1,199,24,9,6433208.103656103,1831098.4390667863
drn_k_i:199_j:31_zone:1,log,factor,1047.16,10.0,10000.0,drn_k,1.0,0.0,1,199,31,1,6436429.870643186,1832465.998016499
drn_k_i:199_j:38_zone:1,log,factor,1196.14,10.0,10000.0,drn_k,1.0,0.0,1,199,38,1,6439651.63763027,1833833.5569662116
drn_k_i:199_j:3_zone:9,log,factor,1095.16,10.0,10000.0,drn_k,1.0,0.0,1,199,3,9,6423542.802694852,1826995.7622176493
drn_k_i:199_j:45_zone:1,log,factor,1311.15,10.0,10000.0,drn_k,1.0,0.0,1,199,45,1,6442873.404617353,1835201.115915924
drn_k_i:199_j:52_zone:1,log,factor,923.203,10.0,10000.0,drn_k,1.0,0.0,1,199,52,1,6446095.171604437,1836568.6748656365
drn_k_i:199_j:59_zone:1,log,factor,1411.58,10.0,10000.0,drn_k,1.0,0.0,1,199,59,1,6449316.938591521,1837936.2338153487
drn_k_i:199_j:66_zone:1,log,factor,1437.24,10.0,10000.0,drn_k,1.0,0.0,1,199,66,1,6452538.705578605,1839303.7927650611
drn_k_i:199_j:73_zone:1,log,factor,1076.68,10.0,10000.0,drn_k,1.0,0.0,1,199,73,1,6455760.472565688,1840671.3517147736
drn_k_i:206_j:10_zone:9,log,factor,1947.64,10.0,10000.0,drn_k,1.0,0.0,1,206,10,9,6428132.128631648,1825141.5541802784
drn_k_i:206_j:17_zone:9,log,factor,1111.48,10.0,10000.0,drn_k,1.0,0.0,1,206,17,9,6431353.895618731,1826509.1131299904
drn_k_i:206_j:24_zone:1,log,factor,814.896,10.0,10000.0,drn_k,1.0,0.0,1,206,24,1,6434575.662605815,1827876.672079703
drn_k_i:206_j:31_zone:1,log,factor,1158.0,10.0,10000.0,drn_k,1.0,0.0,1,206,31,1,6437797.429592898,1829244.2310294155
drn_k_i:206_j:38_zone:1,log,factor,1404.75,10.0,10000.0,drn_k,1.0,0.0,1,206,38,1,6441019.196579982,1830611.789979128
drn_k_i:206_j:3_zone:9,log,factor,1387.68,10.0,10000.0,drn_k,1.0,0.0,1,206,3,9,6424910.361644564,1823773.9952305655
drn_k_i:206_j:45_zone:1,log,factor,1262.41,10.0,10000.0,drn_k,1.0,0.0,1,206,45,1,6444240.963567065,1831979.3489288404
drn_k_i:206_j:52_zone:1,log,factor,1371.28,10.0,10000.0,drn_k,1.0,0.0,1,206,52,1,6447462.730554149,1833346.9078785528
drn_k_i:206_j:59_zone:1,log,factor,1405.08,10.0,10000.0,drn_k,1.0,0.0,1,206,59,1,6450684.497541233,1834714.4668282648
drn_k_i:206_j:66_zone:1,log,factor,1539.26,10.0,10000.0,drn_k,1.0,0.0,1,206,66,1,6453906.264528316,1836082.025777978
drn_k_i:206_j:73_zone:1,log,factor,1297.25,10.0,10000.0,drn_k,1.0,0.0,1,206,73,1,6457128.0315154,1837449.5847276903
drn_k_i:206_j:80_zone:1,log,factor,1346.62,10.0,10000.0,drn_k,1.0,0.0,1,206,80,1,6460349.798502483,1838817.1436774028
drn_k_i:213_j:10_zone:9,log,factor,1048.51,10.0,10000.0,drn_k,1.0,0.0,1,213,10,9,6429499.68758136,1821919.7871931947
drn_k_i:213_j:17_zone:1,log,factor,1216.78,10.0,10000.0,drn_k,1.0,0.0,1,213,17,1,6432721.454568444,1823287.3461429072
drn_k_i:213_j:24_zone:1,log,factor,857.241,10.0,10000.0,drn_k,1.0,0.0,1,213,24,1,6435943.221555527,1824654.90509262
drn_k_i:213_j:31_zone:1,log,factor,948.52,10.0,10000.0,drn_k,1.0,0.0,1,213,31,1,6439164.988542611,1826022.464042332
drn_k_i:213_j:38_zone:1,log,factor,851.408,10.0,10000.0,drn_k,1.0,0.0,1,213,38,1,6442386.755529694,1827390.0229920445
drn_k_i:213_j:45_zone:1,log,factor,1402.98,10.0,10000.0,drn_k,1.0,0.0,1,213,45,1,6445608.522516778,1828757.581941757
drn_k_i:213_j:52_zone:1,log,factor,1224.45,10.0,10000.0,drn_k,1.0,0.0,1,213,52,1,6448830.289503861,1830125.140891469
drn_k_i:213_j:59_zone:1,log,factor,1056.59,10.0,10000.0,drn_k,1.0,0.0,1,213,59,1,6452052.056490946,1831492.6998411815
drn_k_i:213_j:66_zone:1,log,factor,1152.16,10.0,10000.0,drn_k,1.0,0.0,1,213,66,1,6455273.823478029,1832860.2587908944
drn_k_i:213_j:73_zone:1,log,factor,1021.3,10.0,10000.0,drn_k,1.0,0.0,1,213,73,1,6458495.590465113,1834227.8177406068
drn_k_i:213_j:80_zone:1,log,factor,1474.33,10.0,10000.0,drn_k,1.0,0.0,1,213,80,1,6461717.357452196,1835595.3766903195
drn_k_i:220_j:10_zone:9,log,factor,1265.21,10.0,10000.0,drn_k,1.0,0.0,1,220,10,9,6430867.246531073,1818698.020206111
drn_k_i:220_j:17_zone:1,log,factor,1134.24,10.0,10000.0,drn_k,1.0,0.0,1,220,17,1,6434089.0135181565,1820065.5791558237
drn_k_i:220_j:24_zone:1,log,factor,1113.88,10.0,10000.0,drn_k,1.0,0.0,1,220,24,1,6437310.78050524,1821433.138105536
drn_k_i:220_j:31_zone:1,log,factor,1065.52,10.0,10000.0,drn_k,1.0,0.0,1,220,31,1,6440532.547492323,1822800.6970552483
drn_k_i:220_j:38_zone:1,log,factor,1442.8,10.0,10000.0,drn_k,1.0,0.0,1,220,38,1,6443754.314479407,1824168.2560049607
drn_k_i:220_j:45_zone:1,log,factor,1248.89,10.0,10000.0,drn_k,1.0,0.0,1,220,45,1,6446976.08146649,1825535.8149546727
drn_k_i:220_j:52_zone:1,log,factor,1440.62,10.0,10000.0,drn_k,1.0,0.0,1,220,52,1,6450197.848453574,1826903.3739043856
drn_k_i:220_j:59_zone:1,log,factor,958.12,10.0,10000.0,drn_k,1.0,0.0,1,220,59,1,6453419.615440658,1828270.932854098
drn_k_i:220_j:66_zone:1,log,factor,976.854,10.0,10000.0,drn_k,1.0,0.0,1,220,66,1,6456641.382427742,1829638.4918038107
drn_k_i:220_j:73_zone:1,log,factor,1391.98,10.0,10000.0,drn_k,1.0,0.0,1,220,73,1,6459863.149414825,1831006.0507535231
drn_k_i:220_j:80_zone:1,log,factor,1235.44,10.0,10000.0,drn_k,1.0,0.0,1,220,80,1,6463084.916401909,1832373.609703236
drn_k_i:227_j:17_zone:1,log,factor,1142.5,10.0,10000.0,drn_k,1.0,0.0,1,227,17,1,6435456.572467869,1816843.81216874
drn_k_i:227_j:24_zone:1,log,factor,1069.88,10.0,10000.0,drn_k,1.0,0.0,1,227,24,1,6438678.339454953,1818211.3711184524
drn_k_i:227_j:31_zone:1,log,factor,887.312,10.0,10000.0,drn_k,1.0,0.0,1,227,31,1,6441900.106442036,1819578.9300681648
drn_k_i:227_j:38_zone:1,log,factor,952.964,10.0,10000.0,drn_k,1.0,0.0,1,227,38,1,6445121.87342912,1820946.4890178773
drn_k_i:227_j:45_zone:1,log,factor,1282.37,10.0,10000.0,drn_k,1.0,0.0,1,227,45,1,6448343.640416203,1822314.0479675897
drn_k_i:227_j:52_zone:1,log,factor,1129.8,10.0,10000.0,drn_k,1.0,0.0,1,227,52,1,6451565.407403287,1823681.606917302
drn_k_i:227_j:59_zone:1,log,factor,976.256,10.0,10000.0,drn_k,1.0,0.0,1,227,59,1,6454787.174390371,1825049.1658670143
drn_k_i:227_j:66_zone:1,log,factor,1019.35,10.0,10000.0,drn_k,1.0,0.0,1,227,66,1,6458008.941377454,1826416.7248167272
drn_k_i:227_j:73_zone:1,log,factor,1359.48,10.0,10000.0,drn_k,1.0,0.0,1,227,73,1,6461230.708364538,1827784.28376644
drn_k_i:227_j:80_zone:1,log,factor,922.664,10.0,10000.0,drn_k,1.0,0.0,1,227,80,1,6464452.475351621,1829151.842716152
drn_k_i:234_j:17_zone:1,log,factor,1501.38,10.0,10000.0,drn_k,1.0,0.0,1,234,17,1,6436824.131417582,1813622.0451816565
drn_k_i:234_j:24_zone:1,log,factor,766.838,10.0,10000.0,drn_k,1.0,0.0,1,234,24,1,6440045.898404665,1814989.604131369
drn_k_i:234_j:31_zone:1,log,factor,1330.35,10.0,10000.0,drn_k,1.0,0.0,1,234,31,1,6443267.665391749,1816357.1630810811
drn_k_i:234_j:38_zone:1,log,factor,1209.89,10.0,10000.0,drn_k,1.0,0.0,1,234,38,1,6446489.432378832,1817724.7220307935
drn_k_i:234_j:45_zone:1,log,factor,1150.09,10.0,10000.0,drn_k,1.0,0.0,1,234,45,1,6449711.199365916,1819092.2809805064
drn_k_i:234_j:52_zone:1,log,factor,1300.3,10.0,10000.0,drn_k,1.0,0.0,1,234,52,1,6452932.966352999,1820459.8399302184
drn_k_i:234_j:59_zone:1,log,factor,1073.14,10.0,10000.0,drn_k,1.0,0.0,1,234,59,1,6456154.733340084,1821827.398879931
drn_k_i:234_j:66_zone:1,log,factor,1807.99,10.0,10000.0,drn_k,1.0,0.0,1,234,66,1,6459376.500327167,1823194.957829644
drn_k_i:234_j:73_zone:1,log,factor,1212.06,10.0,10000.0,drn_k,1.0,0.0,1,234,73,1,6462598.267314251,1824562.516779356
drn_k_i:234_j:80_zone:1,log,factor,1237.7,10.0,10000.0,drn_k,1.0,0.0,1,234,80,1,6465820.034301334,1825930.0757290688
drn_k_i:241_j:17_zone:1,log,factor,984.784,10.0,10000.0,drn_k,1.0,0.0,1,241,17,1,6438191.690367294,1810400.278194573
drn_k_i:241_j:24_zone:1,log,factor,1023.16,10.0,10000.0,drn_k,1.0,0.0,1,241,24,1,6441413.457354377,1811767.8371442852
drn_k_i:241_j:31_zone:1,log,factor,1185.96,10.0,10000.0,drn_k,1.0,0.0,1,241,31,1,6444635.2243414605,1813135.3960939976
drn_k_i:241_j:38_zone:1,log,factor,1565.26,10.0,10000.0,drn_k,1.0,0.0,1,241,38,1,6447856.991328544,1814502.9550437103
drn_k_i:241_j:45_zone:1,log,factor,1184.97,10.0,10000.0,drn_k,1.0,0.0,1,241,45,1,6451078.758315627,1815870.5139934227
drn_k_i:241_j:52_zone:1,log,factor,1106.5,10.0,10000.0,drn_k,1.0,0.0,1,241,52,1,6454300.525302711,1817238.0729431352
drn_k_i:241_j:59_zone:1,log,factor,954.469,10.0,10000.0,drn_k,1.0,0.0,1,241,59,1,6457522.292289795,1818605.631892848
drn_k_i:241_j:66_zone:1,log,factor,1363.72,10.0,10000.0,drn_k,1.0,0.0,1,241,66,1,6460744.059276879,1819973.1908425605
drn_k_i:241_j:73_zone:1,log,factor,2001.49,10.0,10000.0,drn_k,1.0,0.0,1,241,73,1,6463965.826263962,1821340.7497922727
drn_k_i:241_j:80_zone:1,log,factor,1085.76,10.0,10000.0,drn_k,1.0,0.0,1,241,80,1,6467187.593251046,1822708.308741985
drn_k_i:248_j:17_zone:1,log,factor,1142.51,10.0,10000.0,drn_k,1.0,0.0,1,248,17,1,6439559.249317006,1807178.5112074893
drn_k_i:248_j:24_zone:1,log,factor,1433.1,10.0,10000.0,drn_k,1.0,0.0,1,248,24,1,6442781.01630409,1808546.0701572015
drn_k_i:248_j:31_zone:1,log,factor,1134.18,10.0,10000.0,drn_k,1.0,0.0,1,248,31,1,6446002.783291173,1809913.6291069144
drn_k_i:248_j:38_zone:1,log,factor,984.672,10.0,10000.0,drn_k,1.0,0.0,1,248,38,1,6449224.550278257,1811281.1880566264
drn_k_i:248_j:45_zone:1,log,factor,1406.76,10.0,10000.0,drn_k,1.0,0.0,1,248,45,1,6452446.31726534,1812648.747006339
drn_k_i:248_j:52_zone:1,log,factor,1018.77,10.0,10000.0,drn_k,1.0,0.0,1,248,52,1,6455668.084252424,1814016.3059560517
drn_k_i:248_j:59_zone:1,log,factor,1489.17,10.0,10000.0,drn_k,1.0,0.0,1,248,59,1,6458889.851239508,1815383.864905764
drn_k_i:248_j:66_zone:1,log,factor,1037.16,10.0,10000.0,drn_k,1.0,0.0,1,248,66,1,6462111.618226592,1816751.4238554763
drn_k_i:248_j:73_zone:1,log,factor,1002.98,10.0,10000.0,drn_k,1.0,0.0,1,248,73,1,6465333.385213675,1818118.982805189
drn_k_i:248_j:80_zone:1,log,factor,951.915,10.0,10000.0,drn_k,1.0,0.0,1,248,80,1,6468555.152200758,1819486.5417549012
drn_k_i:24_j:10_zone:9,log,factor,1610.44,10.0,10000.0,drn_k,1.0,0.0,1,24,10,9,6392575.595939124,1908907.4958444503
drn_k_i:24_j:17_zone:5,log,factor,1324.16,10.0,10000.0,drn_k,1.0,0.0,1,24,17,5,6395797.362926208,1910275.0547941627
drn_k_i:24_j:24_zone:5,log,factor,1402.66,10.0,10000.0,drn_k,1.0,0.0,1,24,24,5,6399019.129913291,1911642.6137438752
drn_k_i:24_j:31_zone:4,log,factor,1231.4,10.0,10000.0,drn_k,1.0,0.0,1,24,31,4,6402240.896900374,1913010.172693588
drn_k_i:24_j:38_zone:4,log,factor,1076.79,10.0,10000.0,drn_k,1.0,0.0,1,24,38,4,6405462.663887458,1914377.7316433
drn_k_i:24_j:3_zone:9,log,factor,1180.03,10.0,10000.0,drn_k,1.0,0.0,1,24,3,9,6389353.8289520405,1907539.9368947376
drn_k_i:24_j:45_zone:9,log,factor,1317.4,10.0,10000.0,drn_k,1.0,0.0,1,24,45,9,6408684.430874541,1915745.2905930125
drn_k_i:24_j:52_zone:9,log,factor,1443.26,10.0,10000.0,drn_k,1.0,0.0,1,24,52,9,6411906.197861625,1917112.849542725
drn_k_i:24_j:59_zone:9,log,factor,1313.87,10.0,10000.0,drn_k,1.0,0.0,1,24,59,9,6415127.964848709,1918480.408492437
drn_k_i:24_j:66_zone:9,log,factor,1042.21,10.0,10000.0,drn_k,1.0,0.0,1,24,66,9,6418349.731835793,1919847.96744215
drn_k_i:24_j:73_zone:9,log,factor,1512.02,10.0,10000.0,drn_k,1.0,0.0,1,24,73,9,6421571.498822876,1921215.5263918624
drn_k_i:255_j:17_zone:1,log,factor,964.985,10.0,10000.0,drn_k,1.0,0.0,1,255,17,1,6440926.808266719,1803956.7442204056
drn_k_i:255_j:24_zone:1,log,factor,978.563,10.0,10000.0,drn_k,1.0,0.0,1,255,24,1,6444148.575253802,1805324.3031701185
drn_k_i:255_j:31_zone:1,log,factor,997.144,10.0,10000.0,drn_k,1.0,0.0,1,255,31,1,6447370.342240886,1806691.862119831
drn_k_i:255_j:38_zone:1,log,factor,1375.69,10.0,10000.0,drn_k,1.0,0.0,1,255,38,1,6450592.109227969,1808059.421069543
drn_k_i:255_j:45_zone:1,log,factor,1225.11,10.0,10000.0,drn_k,1.0,0.0,1,255,45,1,6453813.876215053,1809426.9800192555
drn_k_i:255_j:52_zone:1,log,factor,1854.65,10.0,10000.0,drn_k,1.0,0.0,1,255,52,1,6457035.643202136,1810794.538968968
drn_k_i:255_j:59_zone:1,log,factor,1764.44,10.0,10000.0,drn_k,1.0,0.0,1,255,59,1,6460257.410189221,1812162.0979186804
drn_k_i:255_j:66_zone:1,log,factor,1371.97,10.0,10000.0,drn_k,1.0,0.0,1,255,66,1,6463479.177176304,1813529.656868393
drn_k_i:255_j:73_zone:1,log,factor,1202.38,10.0,10000.0,drn_k,1.0,0.0,1,255,73,1,6466700.944163388,1814897.2158181053
drn_k_i:255_j:80_zone:1,log,factor,1120.36,10.0,10000.0,drn_k,1.0,0.0,1,255,80,1,6469922.711150471,1816264.774767818
drn_k_i:262_j:17_zone:1,log,factor,1369.79,10.0,10000.0,drn_k,1.0,0.0,1,262,17,1,6442294.367216432,1800734.9772333223
drn_k_i:262_j:24_zone:1,log,factor,1631.39,10.0,10000.0,drn_k,1.0,0.0,1,262,24,1,6445516.134203515,1802102.5361830348
drn_k_i:262_j:31_zone:1,log,factor,1436.6,10.0,10000.0,drn_k,1.0,0.0,1,262,31,1,6448737.901190599,1803470.0951327472
drn_k_i:262_j:38_zone:1,log,factor,1035.94,10.0,10000.0,drn_k,1.0,0.0,1,262,38,1,6451959.668177682,1804837.65408246
drn_k_i:262_j:45_zone:1,log,factor,899.157,10.0,10000.0,drn_k,1.0,0.0,1,262,45,1,6455181.435164765,1806205.213032172
drn_k_i:262_j:52_zone:1,log,factor,1289.24,10.0,10000.0,drn_k,1.0,0.0,1,262,52,1,6458403.202151849,1807572.7719818845
drn_k_i:262_j:59_zone:1,log,factor,1191.04,10.0,10000.0,drn_k,1.0,0.0,1,262,59,1,6461624.969138933,1808940.330931597
drn_k_i:262_j:66_zone:1,log,factor,1002.21,10.0,10000.0,drn_k,1.0,0.0,1,262,66,1,6464846.736126017,1810307.8898813096
drn_k_i:262_j:73_zone:1,log,factor,1347.53,10.0,10000.0,drn_k,1.0,0.0,1,262,73,1,6468068.5031131,1811675.448831022
drn_k_i:262_j:80_zone:1,log,factor,1221.66,10.0,10000.0,drn_k,1.0,0.0,1,262,80,1,6471290.270100184,1813043.0077807344
drn_k_i:269_j:17_zone:1,log,factor,1049.04,10.0,10000.0,drn_k,1.0,0.0,1,269,17,1,6443661.926166143,1797513.2102462389
drn_k_i:269_j:24_zone:1,log,factor,1404.87,10.0,10000.0,drn_k,1.0,0.0,1,269,24,1,6446883.693153227,1798880.7691959513
drn_k_i:269_j:31_zone:1,log,factor,1322.66,10.0,10000.0,drn_k,1.0,0.0,1,269,31,1,6450105.46014031,1800248.3281456635
drn_k_i:269_j:38_zone:1,log,factor,1109.03,10.0,10000.0,drn_k,1.0,0.0,1,269,38,1,6453327.227127394,1801615.887095376
drn_k_i:269_j:45_zone:1,log,factor,1443.36,10.0,10000.0,drn_k,1.0,0.0,1,269,45,1,6456548.994114477,1802983.4460450888
drn_k_i:269_j:52_zone:1,log,factor,1270.2,10.0,10000.0,drn_k,1.0,0.0,1,269,52,1,6459770.761101561,1804351.004994801
drn_k_i:269_j:59_zone:1,log,factor,1265.82,10.0,10000.0,drn_k,1.0,0.0,1,269,59,1,6462992.528088645,1805718.5639445132
drn_k_i:269_j:66_zone:1,log,factor,818.198,10.0,10000.0,drn_k,1.0,0.0,1,269,66,1,6466214.295075729,1807086.122894226
drn_k_i:269_j:73_zone:1,log,factor,918.432,10.0,10000.0,drn_k,1.0,0.0,1,269,73,1,6469436.062062812,1808453.6818439383
drn_k_i:269_j:80_zone:1,log,factor,1341.81,10.0,10000.0,drn_k,1.0,0.0,1,269,80,1,6472657.829049896,1809821.240793651
drn_k_i:31_j:10_zone:9,log,factor,1220.45,10.0,10000.0,drn_k,1.0,0.0,1,31,10,9,6393943.154888837,1905685.7288573668
drn_k_i:31_j:17_zone:5,log,factor,1036.81,10.0,10000.0,drn_k,1.0,0.0,1,31,17,5,6397164.92187592,1907053.2878070795
drn_k_i:31_j:24_zone:5,log,factor,1285.72,10.0,10000.0,drn_k,1.0,0.0,1,31,24,5,6400386.688863004,1908420.846756792
drn_k_i:31_j:31_zone:5,log,factor,1004.23,10.0,10000.0,drn_k,1.0,0.0,1,31,31,5,6403608.455850087,1909788.405706504
drn_k_i:31_j:38_zone:4,log,factor,1327.0,10.0,10000.0,drn_k,1.0,0.0,1,31,38,4,6406830.222837171,1911155.9646562168
drn_k_i:31_j:3_zone:9,log,factor,1020.65,10.0,10000.0,drn_k,1.0,0.0,1,31,3,9,6390721.387901753,1904318.1699076544
drn_k_i:31_j:45_zone:9,log,factor,1075.9,10.0,10000.0,drn_k,1.0,0.0,1,31,45,9,6410051.989824254,1912523.523605929
drn_k_i:31_j:52_zone:9,log,factor,1073.3,10.0,10000.0,drn_k,1.0,0.0,1,31,52,9,6413273.756811338,1913891.0825556412
drn_k_i:31_j:59_zone:9,log,factor,1337.37,10.0,10000.0,drn_k,1.0,0.0,1,31,59,9,6416495.523798422,1915258.6415053536
drn_k_i:31_j:66_zone:9,log,factor,1117.48,10.0,10000.0,drn_k,1.0,0.0,1,31,66,9,6419717.290785505,1916626.2004550665
drn_k_i:38_j:10_zone:9,log,factor,1015.27,10.0,10000.0,drn_k,1.0,0.0,1,38,10,9,6395310.713838549,1902463.9618702831
drn_k_i:38_j:17_zone:5,log,factor,1531.12,10.0,10000.0,drn_k,1.0,0.0,1,38,17,5,6398532.480825633,1903831.520819996
drn_k_i:38_j:24_zone:5,log,factor,1131.84,10.0,10000.0,drn_k,1.0,0.0,1,38,24,5,6401754.247812716,1905199.079769708
drn_k_i:38_j:31_zone:5,log,factor,1299.77,10.0,10000.0,drn_k,1.0,0.0,1,38,31,5,6404976.0147998,1906566.6387194204
drn_k_i:38_j:38_zone:5,log,factor,1106.1,10.0,10000.0,drn_k,1.0,0.0,1,38,38,5,6408197.781786883,1907934.1976691328
drn_k_i:38_j:3_zone:9,log,factor,1005.42,10.0,10000.0,drn_k,1.0,0.0,1,38,3,9,6392088.946851466,1901096.4029205707
drn_k_i:38_j:45_zone:9,log,factor,1033.11,10.0,10000.0,drn_k,1.0,0.0,1,38,45,9,6411419.548773967,1909301.7566188453
drn_k_i:38_j:52_zone:9,log,factor,1059.16,10.0,10000.0,drn_k,1.0,0.0,1,38,52,9,6414641.31576105,1910669.3155685577
drn_k_i:38_j:59_zone:9,log,factor,1297.58,10.0,10000.0,drn_k,1.0,0.0,1,38,59,9,6417863.082748135,1912036.87451827
drn_k_i:38_j:66_zone:9,log,factor,1038.24,10.0,10000.0,drn_k,1.0,0.0,1,38,66,9,6421084.849735218,1913404.4334679828
drn_k_i:3_j:31_zone:4,log,factor,1946.12,10.0,10000.0,drn_k,1.0,0.0,1,3,31,4,6398138.220051237,1922675.4736548385
drn_k_i:3_j:38_zone:9,log,factor,1428.23,10.0,10000.0,drn_k,1.0,0.0,1,3,38,9,6401359.987038321,1924043.0326045507
drn_k_i:3_j:45_zone:9,log,factor,1431.43,10.0,10000.0,drn_k,1.0,0.0,1,3,45,9,6404581.754025404,1925410.5915542631
drn_k_i:3_j:52_zone:9,log,factor,1204.2,10.0,10000.0,drn_k,1.0,0.0,1,3,52,9,6407803.521012488,1926778.150503976
drn_k_i:3_j:59_zone:9,log,factor,1132.8,10.0,10000.0,drn_k,1.0,0.0,1,3,59,9,6411025.287999572,1928145.709453688
drn_k_i:3_j:66_zone:9,log,factor,1172.64,10.0,10000.0,drn_k,1.0,0.0,1,3,66,9,6414247.054986656,1929513.268403401
drn_k_i:45_j:10_zone:9,log,factor,1558.11,10.0,10000.0,drn_k,1.0,0.0,1,45,10,9,6396678.272788262,1899242.1948832
drn_k_i:45_j:17_zone:9,log,factor,1424.61,10.0,10000.0,drn_k,1.0,0.0,1,45,17,9,6399900.0397753455,1900609.753832912
drn_k_i:45_j:24_zone:5,log,factor,1148.39,10.0,10000.0,drn_k,1.0,0.0,1,45,24,5,6403121.806762429,1901977.3127826245
drn_k_i:45_j:31_zone:5,log,factor,1020.04,10.0,10000.0,drn_k,1.0,0.0,1,45,31,5,6406343.573749512,1903344.871732337
drn_k_i:45_j:38_zone:5,log,factor,1211.91,10.0,10000.0,drn_k,1.0,0.0,1,45,38,5,6409565.340736596,1904712.4306820491
drn_k_i:45_j:3_zone:9,log,factor,948.525,10.0,10000.0,drn_k,1.0,0.0,1,45,3,9,6393456.5058011785,1897874.6359334872
drn_k_i:45_j:45_zone:5,log,factor,956.758,10.0,10000.0,drn_k,1.0,0.0,1,45,45,5,6412787.107723679,1906079.9896317616
drn_k_i:45_j:52_zone:9,log,factor,1210.87,10.0,10000.0,drn_k,1.0,0.0,1,45,52,9,6416008.874710763,1907447.5485814745
drn_k_i:45_j:59_zone:9,log,factor,1015.23,10.0,10000.0,drn_k,1.0,0.0,1,45,59,9,6419230.641697847,1908815.107531187
drn_k_i:45_j:66_zone:9,log,factor,916.5,10.0,10000.0,drn_k,1.0,0.0,1,45,66,9,6422452.408684931,1910182.6664808996
drn_k_i:52_j:10_zone:9,log,factor,1151.33,10.0,10000.0,drn_k,1.0,0.0,1,52,10,9,6398045.831737974,1896020.427896116
drn_k_i:52_j:17_zone:9,log,factor,1304.21,10.0,10000.0,drn_k,1.0,0.0,1,52,17,9,6401267.598725057,1897387.9868458288
drn_k_i:52_j:24_zone:5,log,factor,972.695,10.0,10000.0,drn_k,1.0,0.0,1,52,24,5,6404489.365712141,1898755.545795541
drn_k_i:52_j:31_zone:5,log,factor,1196.0,10.0,10000.0,drn_k,1.0,0.0,1,52,31,5,6407711.132699224,1900123.1047452532
drn_k_i:52_j:38_zone:5,log,factor,838.903,10.0,10000.0,drn_k,1.0,0.0,1,52,38,5,6410932.899686308,1901490.663694966
drn_k_i:52_j:3_zone:9,log,factor,1190.96,10.0,10000.0,drn_k,1.0,0.0,1,52,3,9,6394824.06475089,1894652.868946404
drn_k_i:52_j:45_zone:5,log,factor,1054.39,10.0,10000.0,drn_k,1.0,0.0,1,52,45,5,6414154.666673391,1902858.2226446783
drn_k_i:52_j:52_zone:9,log,factor,1040.89,10.0,10000.0,drn_k,1.0,0.0,1,52,52,9,6417376.433660475,1904225.7815943907
drn_k_i:52_j:59_zone:9,log,factor,1241.6,10.0,10000.0,drn_k,1.0,0.0,1,52,59,9,6420598.200647559,1905593.3405441032
drn_k_i:52_j:66_zone:9,log,factor,1153.87,10.0,10000.0,drn_k,1.0,0.0,1,52,66,9,6423819.9676346425,1906960.899493816
drn_k_i:52_j:73_zone:9,log,factor,1097.21,10.0,10000.0,drn_k,1.0,0.0,1,52,73,9,6427041.734621726,1908328.4584435285
drn_k_i:59_j:10_zone:9,log,factor,940.847,10.0,10000.0,drn_k,1.0,0.0,1,59,10,9,6399413.390687686,1892798.660909033
drn_k_i:59_j:17_zone:9,log,factor,1184.87,10.0,10000.0,drn_k,1.0,0.0,1,59,17,9,6402635.15767477,1894166.219858745
drn_k_i:59_j:24_zone:6,log,factor,997.683,10.0,10000.0,drn_k,1.0,0.0,1,59,24,6,6405856.924661853,1895533.7788084573
drn_k_i:59_j:31_zone:5,log,factor,1015.56,10.0,10000.0,drn_k,1.0,0.0,1,59,31,5,6409078.691648937,1896901.33775817
drn_k_i:59_j:38_zone:5,log,factor,1029.21,10.0,10000.0,drn_k,1.0,0.0,1,59,38,5,6412300.45863602,1898268.8967078824
drn_k_i:59_j:3_zone:9,log,factor,1018.97,10.0,10000.0,drn_k,1.0,0.0,1,59,3,9,6396191.623700603,1891431.1019593205
drn_k_i:59_j:45_zone:5,log,factor,797.407,10.0,10000.0,drn_k,1.0,0.0,1,59,45,5,6415522.225623104,1899636.4556575948
drn_k_i:59_j:52_zone:9,log,factor,1147.18,10.0,10000.0,drn_k,1.0,0.0,1,59,52,9,6418743.992610187,1901004.0146073075
drn_k_i:59_j:59_zone:9,log,factor,1295.16,10.0,10000.0,drn_k,1.0,0.0,1,59,59,9,6421965.759597272,1902371.57355702
drn_k_i:59_j:66_zone:9,log,factor,1112.13,10.0,10000.0,drn_k,1.0,0.0,1,59,66,9,6425187.526584355,1903739.1325067324
drn_k_i:66_j:10_zone:9,log,factor,1019.48,10.0,10000.0,drn_k,1.0,0.0,1,66,10,9,6400780.949637399,1889576.893921949
