obsnme,obsval,weight,obgnme,observationname,oname,otype,start,term,time,usecol,standard_deviation
oname:flux_otype:lst_usecol:ghb_in_date_start:1990,2611.99124,0.0,flux,,flux,lst,1990,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:1991,2626.00445,0.0,flux,,flux,lst,1991,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:1992,2605.6522800000002,0.0,flux,,flux,lst,1992,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:1993,2555.64128,0.0,flux,,flux,lst,1993,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:1994,2546.21508,0.0,flux,,flux,lst,1994,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:1995,2506.70486,0.0,flux,,flux,lst,1995,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:1996,2478.87621,0.0,flux,,flux,lst,1996,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:1997,2461.5740299999998,0.0,flux,,flux,lst,1997,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:1998,2431.92384,0.0,flux,,flux,lst,1998,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:1999,2473.5579,0.0,flux,,flux,lst,1999,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:2000,2521.92714,0.0,flux,,flux,lst,2000,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:2001,2571.30332,0.0,flux,,flux,lst,2001,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:2002,2597.41021,0.0,flux,,flux,lst,2002,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:2003,2638.27023,0.0,flux,,flux,lst,2003,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:2004,2642.71471,0.0,flux,,flux,lst,2004,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:2005,2637.93025,0.0,flux,,flux,lst,2005,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:2006,2634.94612,0.0,flux,,flux,lst,2006,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:2007,2668.71668,0.0,flux,,flux,lst,2007,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:2008,2697.34569,0.0,flux,,flux,lst,2008,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:2009,2742.54313,0.0,flux,,flux,lst,2009,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:2010,2758.14835,0.0,flux,,flux,lst,2010,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:2011,2748.33521,0.0,flux,,flux,lst,2011,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:2012,2767.34083,0.0,flux,,flux,lst,2012,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:2013,2762.14853,0.0,flux,,flux,lst,2013,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:2014,2797.50103,0.0,flux,,flux,lst,2014,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:2015,2799.9908,0.0,flux,,flux,lst,2015,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:2016,2772.55949,0.0,flux,,flux,lst,2016,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:2017,2707.95348,0.0,flux,,flux,lst,2017,,,ghb,
oname:flux_otype:lst_usecol:ghb_in_date_start:2018,2041.22357,0.0,flux,,flux,lst,2018,,,ghb,
oname:flux_otype:lst_usecol:in_out_date_start:1969,4.5001795,0.0,flux,,flux,lst,1969,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1970,2781.7569371,0.0,flux,,flux,lst,1970,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1971,3612.2684982,0.0,flux,,flux,lst,1971,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1972,2664.7367495,0.0,flux,,flux,lst,1972,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1973,2388.7902483,0.0,flux,,flux,lst,1973,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1974,4758.3762586,0.0,flux,,flux,lst,1974,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1975,2780.9044836,0.0,flux,,flux,lst,1975,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1976,3925.3012552,0.0,flux,,flux,lst,1976,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1977,2463.5464531,0.0,flux,,flux,lst,1977,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1978,3628.7131468,0.0,flux,,flux,lst,1978,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1979,6809.256684700001,0.0,flux,,flux,lst,1979,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1980,4032.0426919,0.0,flux,,flux,lst,1980,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1981,1913.7496779,0.0,flux,,flux,lst,1981,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1982,9719.987833700001,0.0,flux,,flux,lst,1982,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1983,443734.298978,0.0,flux,,flux,lst,1983,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1984,3210.4221794,0.0,flux,,flux,lst,1984,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1985,1604.8606507000002,0.0,flux,,flux,lst,1985,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1986,6424.949414199999,0.0,flux,,flux,lst,1986,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1987,2073.8045641,0.0,flux,,flux,lst,1987,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1988,122430.4401386,0.0,flux,,flux,lst,1988,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1989,20851.0025027,0.0,flux,,flux,lst,1989,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1990,25577.5455356,0.0,flux,,flux,lst,1990,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1991,1988.9638742,0.0,flux,,flux,lst,1991,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1992,538951.8456153,0.0,flux,,flux,lst,1992,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1993,25605.8348854,0.0,flux,,flux,lst,1993,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1994,488488.7029493,0.0,flux,,flux,lst,1994,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1995,28503.067278399998,0.0,flux,,flux,lst,1995,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1996,64438.6887719,0.0,flux,,flux,lst,1996,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1997,236991.8116189,0.0,flux,,flux,lst,1997,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1998,24924.449910799998,0.0,flux,,flux,lst,1998,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:1999,8236.8559467,0.0,flux,,flux,lst,1999,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:2000,3282.4545080000003,0.0,flux,,flux,lst,2000,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:2001,3399.1381505,0.0,flux,,flux,lst,2001,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:2002,4090.4450992,0.0,flux,,flux,lst,2002,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:2003,2803214.3237435003,0.0,flux,,flux,lst,2003,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:2004,148101.0832679,0.0,flux,,flux,lst,2004,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:2005,4315.5775314,0.0,flux,,flux,lst,2005,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:2006,5286.5963192,0.0,flux,,flux,lst,2006,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:2007,2956.9048761,0.0,flux,,flux,lst,2007,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:2008,1925.7855584,0.0,flux,,flux,lst,2008,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:2009,2501.4935167,0.0,flux,,flux,lst,2009,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:2010,3851253.9590852,0.0,flux,,flux,lst,2010,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:2011,2466.1378185,0.0,flux,,flux,lst,2011,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:2012,4410.0426389,0.0,flux,,flux,lst,2012,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:2013,10497.267472099998,0.0,flux,,flux,lst,2013,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:2014,3051.5041313,0.0,flux,,flux,lst,2014,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:2015,2619.2890115,0.0,flux,,flux,lst,2015,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:2016,4075.6646016,0.0,flux,,flux,lst,2016,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:2017,6133.0582236,0.0,flux,,flux,lst,2017,,,in,
oname:flux_otype:lst_usecol:in_out_date_start:2018,2559.1268929,0.0,flux,,flux,lst,2018,,,in,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1969,6.9245741e-10,0.0,flux,,flux,lst,1969,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1970,1.577575172e-08,0.0,flux,,flux,lst,1970,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1971,1.686796121e-08,0.0,flux,,flux,lst,1971,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1972,1.193094237e-08,0.0,flux,,flux,lst,1972,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1973,1.3941404069999999e-08,0.0,flux,,flux,lst,1973,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1974,1.176491104e-08,0.0,flux,,flux,lst,1974,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1975,1.182581952e-08,0.0,flux,,flux,lst,1975,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1976,9.72632683e-09,0.0,flux,,flux,lst,1976,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1977,1.049417746e-08,0.0,flux,,flux,lst,1977,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1978,8.85563914e-09,0.0,flux,,flux,lst,1978,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1979,1.073584263e-08,0.0,flux,,flux,lst,1979,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1980,8.29890088e-09,0.0,flux,,flux,lst,1980,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1981,1.024206253e-08,0.0,flux,,flux,lst,1981,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1982,1.0131124840000001e-08,0.0,flux,,flux,lst,1982,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1983,7.94631183e-09,0.0,flux,,flux,lst,1983,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1984,8.54998913e-09,0.0,flux,,flux,lst,1984,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1985,7.84883697e-09,0.0,flux,,flux,lst,1985,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1986,7.37620082e-09,0.0,flux,,flux,lst,1986,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1987,9.82238925e-09,0.0,flux,,flux,lst,1987,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1988,8.4183581e-09,0.0,flux,,flux,lst,1988,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1989,1.0813231049999999e-08,0.0,flux,,flux,lst,1989,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1990,6.76765005e-09,0.0,flux,,flux,lst,1990,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1991,6.8635688e-09,0.0,flux,,flux,lst,1991,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1992,1.089870867e-08,0.0,flux,,flux,lst,1992,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1993,1.1090898599999999e-08,0.0,flux,,flux,lst,1993,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1994,5.7144681499999994e-09,0.0,flux,,flux,lst,1994,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1995,9.46208561e-09,0.0,flux,,flux,lst,1995,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1996,1.0719803339999999e-08,0.0,flux,,flux,lst,1996,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1997,1.118453456e-08,0.0,flux,,flux,lst,1997,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1998,1.0675075480000001e-08,0.0,flux,,flux,lst,1998,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:1999,1.406024186e-08,0.0,flux,,flux,lst,1999,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:2000,1.393886389e-08,0.0,flux,,flux,lst,2000,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:2001,1.272367845e-08,0.0,flux,,flux,lst,2001,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:2002,1.56460879e-08,0.0,flux,,flux,lst,2002,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:2003,1.825026985e-08,0.0,flux,,flux,lst,2003,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:2004,1.805866379e-08,0.0,flux,,flux,lst,2004,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:2005,1.763122016e-08,0.0,flux,,flux,lst,2005,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:2006,1.841309158e-08,0.0,flux,,flux,lst,2006,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:2007,1.346558699e-08,0.0,flux,,flux,lst,2007,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:2008,1.88297269e-08,0.0,flux,,flux,lst,2008,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:2009,2.07610178e-08,0.0,flux,,flux,lst,2009,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:2010,1.637413241e-08,0.0,flux,,flux,lst,2010,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:2011,1.905506526e-08,0.0,flux,,flux,lst,2011,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:2012,1.997135261e-08,0.0,flux,,flux,lst,2012,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:2013,2.207398524e-08,0.0,flux,,flux,lst,2013,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:2014,2.09976848e-08,0.0,flux,,flux,lst,2014,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:2015,2.07290698e-08,0.0,flux,,flux,lst,2015,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:2016,1.9807590789999998e-08,0.0,flux,,flux,lst,2016,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:2017,2.10943132e-08,0.0,flux,,flux,lst,2017,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_in_date_start:2018,1.1476538810000001e-08,0.0,flux,,flux,lst,2018,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1969,1.1571869e-09,0.0,flux,,flux,lst,1969,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1970,1.290564719e-08,0.0,flux,,flux,lst,1970,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1971,1.702963154e-08,0.0,flux,,flux,lst,1971,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1972,1.449276021e-08,0.0,flux,,flux,lst,1972,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1973,1.139171187e-08,0.0,flux,,flux,lst,1973,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1974,1.375910347e-08,0.0,flux,,flux,lst,1974,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1975,9.62995423e-09,0.0,flux,,flux,lst,1975,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1976,7.40661638e-09,0.0,flux,,flux,lst,1976,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1977,9.68425053e-09,0.0,flux,,flux,lst,1977,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1978,9.01033815e-09,0.0,flux,,flux,lst,1978,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1979,1.1260517070000001e-08,0.0,flux,,flux,lst,1979,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1980,6.8025188399999996e-09,0.0,flux,,flux,lst,1980,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1981,1.168750988e-08,0.0,flux,,flux,lst,1981,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1982,6.80773424e-09,0.0,flux,,flux,lst,1982,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1983,1.10398931e-08,0.0,flux,,flux,lst,1983,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1984,1.151502891e-08,0.0,flux,,flux,lst,1984,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1985,7.325918404e-09,0.0,flux,,flux,lst,1985,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1986,1.0354793329999999e-08,0.0,flux,,flux,lst,1986,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1987,7.17611134e-09,0.0,flux,,flux,lst,1987,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1988,1.34209518e-08,0.0,flux,,flux,lst,1988,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1989,6.76435222e-09,0.0,flux,,flux,lst,1989,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1990,8.91520076e-09,0.0,flux,,flux,lst,1990,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1991,7.75668705e-09,0.0,flux,,flux,lst,1991,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1992,7.0605485e-09,0.0,flux,,flux,lst,1992,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1993,8.94076429e-09,0.0,flux,,flux,lst,1993,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1994,9.48635721e-09,0.0,flux,,flux,lst,1994,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1995,6.40005497e-09,0.0,flux,,flux,lst,1995,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1996,6.77373745e-09,0.0,flux,,flux,lst,1996,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1997,6.04181731e-09,0.0,flux,,flux,lst,1997,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1998,8.53228252e-09,0.0,flux,,flux,lst,1998,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:1999,1.334642367e-08,0.0,flux,,flux,lst,1999,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:2000,1.050357179e-08,0.0,flux,,flux,lst,2000,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:2001,1.5636823279999998e-08,0.0,flux,,flux,lst,2001,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:2002,1.5183001089999998e-08,0.0,flux,,flux,lst,2002,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:2003,1.785569098e-08,0.0,flux,,flux,lst,2003,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:2004,1.732198026e-08,0.0,flux,,flux,lst,2004,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:2005,1.864871475e-08,0.0,flux,,flux,lst,2005,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:2006,1.597222084e-08,0.0,flux,,flux,lst,2006,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:2007,1.536560576e-08,0.0,flux,,flux,lst,2007,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:2008,2.098005147e-08,0.0,flux,,flux,lst,2008,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:2009,1.721996654e-08,0.0,flux,,flux,lst,2009,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:2010,2.017707678e-08,0.0,flux,,flux,lst,2010,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:2011,2.126589396e-08,0.0,flux,,flux,lst,2011,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:2012,1.47300214e-08,0.0,flux,,flux,lst,2012,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:2013,1.805938849e-08,0.0,flux,,flux,lst,2013,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:2014,2.24956709e-08,0.0,flux,,flux,lst,2014,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:2015,1.755050424e-08,0.0,flux,,flux,lst,2015,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:2016,1.947265659e-08,0.0,flux,,flux,lst,2016,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:2017,1.727929849e-08,0.0,flux,,flux,lst,2017,,,mnw2,
oname:flux_otype:lst_usecol:mnw2_out_date_start:2018,1.138698415e-08,0.0,flux,,flux,lst,2018,,,mnw2,
oname:flux_otype:lst_usecol:percent_error_date_start:1969,0.00014636384,0.0,flux,,flux,lst,1969,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1970,0.085574351066,0.0,flux,,flux,lst,1970,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1971,0.151404159161,0.0,flux,,flux,lst,1971,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1972,0.057156947711,0.0,flux,,flux,lst,1972,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1973,0.036209708971999995,0.0,flux,,flux,lst,1973,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1974,0.141095815712,0.0,flux,,flux,lst,1974,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1975,0.09126464672899999,0.0,flux,,flux,lst,1975,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1976,0.276634225167,0.0,flux,,flux,lst,1976,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1977,0.1214325257,0.0,flux,,flux,lst,1977,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1978,0.134399897225,0.0,flux,,flux,lst,1978,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1979,0.25464823295600003,0.0,flux,,flux,lst,1979,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1980,0.128748908686,0.0,flux,,flux,lst,1980,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1981,0.029628428753,0.0,flux,,flux,lst,1981,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1982,0.203290232554,0.0,flux,,flux,lst,1982,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1983,3.0657195469959997,0.0,flux,,flux,lst,1983,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1984,0.103951551994,0.0,flux,,flux,lst,1984,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1985,0.0344834019,0.0,flux,,flux,lst,1985,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1986,0.183047699035,0.0,flux,,flux,lst,1986,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1987,0.056625798529,0.0,flux,,flux,lst,1987,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1988,4.024613496086,0.0,flux,,flux,lst,1988,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1989,0.9803946525654801,0.0,flux,,flux,lst,1989,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1990,1.131093825439,0.0,flux,,flux,lst,1990,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1991,0.051160613714,0.0,flux,,flux,lst,1991,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1992,33.7825876642167,0.0,flux,,flux,lst,1992,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1993,0.75802496491,0.0,flux,,flux,lst,1993,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1994,4.7467459534900005,0.0,flux,,flux,lst,1994,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1995,0.975381220788,0.0,flux,,flux,lst,1995,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1996,1.41055091785,0.0,flux,,flux,lst,1996,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1997,6.741739308370001,0.0,flux,,flux,lst,1997,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1998,0.549723060745,0.0,flux,,flux,lst,1998,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:1999,0.2568337958657,0.0,flux,,flux,lst,1999,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:2000,0.1136692562024,0.0,flux,,flux,lst,2000,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:2001,0.08877264317040001,0.0,flux,,flux,lst,2001,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:2002,0.12296335061,0.0,flux,,flux,lst,2002,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:2003,42.197058615938,0.0,flux,,flux,lst,2003,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:2004,3.0201167379082,0.0,flux,,flux,lst,2004,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:2005,0.0919758,0.0,flux,,flux,lst,2005,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:2006,0.11290942872,0.0,flux,,flux,lst,2006,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:2007,0.09137004714500001,0.0,flux,,flux,lst,2007,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:2008,0.04650332318,0.0,flux,,flux,lst,2008,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:2009,0.10566211383099999,0.0,flux,,flux,lst,2009,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:2010,52.10644632938,0.0,flux,,flux,lst,2010,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:2011,0.0624718222058,0.0,flux,,flux,lst,2011,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:2012,0.08738141217,0.0,flux,,flux,lst,2012,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:2013,0.466020176501,0.0,flux,,flux,lst,2013,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:2014,0.11142341112200001,0.0,flux,,flux,lst,2014,,,percent,
oname:flux_otype:lst_usecol:percent_error_date_start:2015,0.089326003778,0.0,flux,,flux,lst,2015,,,percent,
