         DATE_START   PER   STP           DELT        SIMTIME       STORAGE_IN      STORAGE_OUT           CHD_IN          CHD_OUT        WEL_V1_IN       WEL_V1_OUT           GHB_IN          GHB_OUT           RCH_IN          RCH_OUT           DRT_IN          DRT_OUT           SFR_IN          SFR_OUT          MNW2_IN         MNW2_OUT     FMP_WELLS_IN    FMP_WELLS_OUT       FMP_FNR_IN      FMP_FNR_OUT         IN_OUT  PERCENT_ERROR
1983-01-01T00:00:00   158     1           31.0         4810.0     3.6942431E+8     4.1804674E+8              0.0              0.0     2.1824115E+7     134844.21380        265.80761              0.0      39293.08909              0.0              0.0       8114.88244     813461.32344     233184.14343    2.5253460E-10    2.6535717E-10              0.0              0.0     3.1198119E+7     4.8766842E+6      0.0055053   1.3005738E-9
1983-02-01T00:00:00   159     1           28.0         4838.0     3.6391915E+8     4.2228359E+8              0.0              0.0     2.3711222E+7     140307.35480        265.80734              0.0      39293.08909              0.0              0.0       8159.58199     946566.44071     219845.07269    2.5993688E-10    2.1229147E-10              0.0              0.0     4.2567302E+7     8.5318998E+6      0.0045491   1.0550363E-9
1983-03-01T00:00:00   160     1           31.0         4869.0     3.6861013E+8     4.1417054E+8              0.0              0.0     2.2384472E+7     134844.21380        265.80704              0.0      39293.08909              0.0              0.0       8204.93597     947746.75295     216655.96281    2.3642590E-10    1.3908968E-10              0.0              0.0     4.2599529E+7     2.0051193E+7      0.0067686   1.5574950E-9
1983-04-01T00:00:00   161     1           30.0         4899.0     3.9326679E+8     3.9256268E+8              0.0              0.0     5.4252264E+6     146703.38580        265.80674              0.0      39293.08909              0.0              0.0       8242.27485     489708.37470     321325.62470    2.9971033E-10    1.9207807E-10              0.0              0.0     8.8097566E+6     1.4992093E+7      0.0030647  7.5109286E-10
1983-05-01T00:00:00   162     1           31.0         4930.0     4.0962927E+8     3.8137479E+8              0.0              0.0              0.0     169448.21680        265.80644              0.0      39293.08909              0.0              0.0       8272.07940     319973.58507     425226.28913    2.4784493E-10    2.0383279E-10              0.0     3.5362676E+6     1.4031272E+6     2.5877928E+7      0.7799281   1.8958275E-7
1983-06-01T00:00:00   163     1           30.0         4960.0     4.0999490E+8     3.7801830E+8              0.0              0.0              0.0     195209.99580        265.80615              0.0      39293.08909              0.0              0.0       8298.41393     197514.06141     448221.03315    1.4220940E-10    1.6919887E-10              0.0     1.8148833E+6     365923.67226     3.0113556E+7      564.65422   1.3751990E-4
1983-07-01T00:00:00   164     1           31.0         4991.0     4.3643411E+8     3.6180145E+8              0.0              0.0              0.0     206269.02380        265.80585              0.0      39293.08909              0.0              0.0       8305.90812     198939.70742     447393.94481    2.1577617E-10    2.1034982E-10              0.0     3.8574613E+6     668682.87362     7.1020477E+7     63.1642627   1.4442784E-5
1983-08-01T00:00:00   165     1           31.0         5022.0     4.2992619E+8     3.6369844E+8              0.0              0.0              0.0     206847.56580        265.80555              0.0      39293.08909              0.0              0.0       8317.11786     323355.37162     424059.94452    1.9697137E-10    2.0883008E-10              0.0     2.8801659E+6     1.2755065E+6     6.4346783E+7      2.3915846   5.5416605E-7
1983-09-01T00:00:00   166     1           30.0         5052.0     4.2055556E+8     3.6733542E+8              0.0              0.0              0.0     198795.73980        265.80526              0.0      39293.08909              0.0              0.0       8333.74356     321720.99353     425195.40877    1.5698271E-10    1.3444226E-10              0.0     2.0410998E+6     1.1238365E+6     5.2031834E+7      1.0901667   2.5830846E-7
1983-10-01T00:00:00   167     1           31.0         5083.0     4.0661749E+8     3.7559290E+8              0.0              0.0              0.0     172050.64980        265.80496              0.0      39293.08909              0.0              0.0       8361.01590     351261.66610     408136.82254    1.8905235E-10    2.3105570E-10              0.0     378059.19476     1.5240816E+6     3.1972879E+7      0.0083257   2.0379525E-9
1983-11-01T00:00:00   168     1           30.0         5113.0     3.6677013E+8     4.0542388E+8              0.0              0.0     1.6723985E+7     146703.38580        265.80467              0.0      39293.08909              0.0              0.0       8405.40865     858017.12931     232261.34263    1.5825783E-10    2.3193167E-10              0.0              0.0     3.4986283E+7     1.3566717E+7      0.0068994   1.6451547E-9
1983-12-01T00:00:00   169     1           31.0         5144.0     3.5970980E+8     4.1252414E+8              0.0              0.0     2.2063790E+7     134844.21380        265.80437              0.0      39293.08909              0.0              0.0       8454.61279     892126.57175     229947.04792    2.7631059E-10    1.5702806E-10              0.0              0.0     3.7090299E+7     6.8981854E+6      0.0060406   1.4389321E-9
1984-01-01T00:00:00   170     1           31.0         5175.0     3.9218011E+8     3.8607644E+8              0.0              0.0              0.0     139253.84880        265.80407              0.0      39659.45825              0.0              0.0       8493.71832     321498.35762     432477.35050    2.7208799E-10    2.2023653E-10              0.0     242856.98183     706976.45291     6.3489889E+6      0.0044541   1.1326365E-9
1984-02-01T00:00:00   171     1           29.0         5204.0     3.8394492E+8     3.8807818E+8              0.0              0.0     6.9706184E+6     142820.32280        265.80379              0.0      39659.45825              0.0              0.0       8531.94873     427952.67996     364732.96133    1.9065493E-10    1.5993976E-10              0.0              0.0     4.8775188E+6     7.6666725E+6      0.0024654  6.2217259E-10
1984-03-01T00:00:00   172     1           31.0         5235.0     3.9877546E+8     3.7796379E+8              0.0              0.0     1.6420381E+6     139253.84880        265.80350              0.0      39659.45825              0.0              0.0       8565.33001     403233.37228     382353.07222    1.7280441E-10    1.7395678E-10              0.0     3.3957552E+6     4.1373670E+6     2.3108309E+7      0.0469164   1.1584344E-8
1984-04-01T00:00:00   173     1           30.0         5265.0     3.9597043E+8     3.7959267E+8              0.0              0.0              0.0     151281.57280        265.80321              0.0      39659.45825              0.0              0.0       8599.71486     367711.26557     401768.20392    1.6534497E-10    2.4310250E-10              0.0     2.1250783E+6     2.5309507E+6     1.6629618E+7      0.1598496   4.0071705E-8
1984-05-01T00:00:00   174     1           31.0         5296.0     4.0387589E+8     3.7185977E+8              0.0              0.0              0.0     174349.67680        265.80291              0.0      39659.45825              0.0              0.0       8628.52334     309760.19469     444670.75573    1.9014764E-10    1.5286762E-10              0.0     4.5854835E+6     1.1252120E+6     2.8277883E+7      0.3608148   8.9012965E-8
1984-06-01T00:00:00   175     1           30.0         5326.0     4.0088002E+8     3.7048997E+8              0.0              0.0              0.0     200477.60780        265.80262              0.0      39659.45825              0.0              0.0       8655.89978     314945.80217     440921.05717    1.6136906E-10    2.1291328E-10              0.0     1.2696199E+6     684568.71460     2.9509822E+7      1.9822605   4.9319844E-7
1984-07-01T00:00:00   176     1           31.0         5357.0     4.3059125E+8     3.5263888E+8              0.0              0.0              0.0     211693.81680        265.80233              0.0      39659.45825              0.0              0.0       8662.26087     205069.16909     453138.56827    1.6223723E-10    2.3908441E-10              0.0     4.0491361E+6     674396.42997     7.4149128E+7      7.9771250   1.8486508E-6
1984-08-01T00:00:00   177     1           31.0         5388.0     4.2151560E+8     3.5576774E+8              0.0              0.0              0.0     212280.58380        265.80203              0.0      39659.45825              0.0              0.0       8674.35485     282236.03177     443697.25373    2.3478040E-10    1.8092837E-10              0.0     3.2299964E+6     857244.43820     6.3032631E+7     10.5756652   2.5019612E-6
1984-09-01T00:00:00   178     1           30.0         5418.0     4.1446445E+8     3.5861928E+8              0.0              0.0              0.0     204114.31780        265.80175              0.0      39659.45825              0.0              0.0       8690.75466     236975.54458     449838.00087    2.1648606E-10    1.7990445E-10              0.0     3.2630909E+6     654996.02606     5.2851338E+7      9.8108168   2.3617966E-6
1984-10-01T00:00:00   179     1           31.0         5449.0     3.9508648E+8     3.7114090E+8              0.0              0.0              0.0     176989.09980        265.80145              0.0      39659.45825              0.0              0.0       8721.72501     408205.45925     380960.49007    1.7622919E-10    1.6038639E-10              0.0      65353.74518     4.0727799E+6     2.7834474E+7   7.8898668E-4  1.9744046E-10
1984-11-01T00:00:00   180     1           30.0         5479.0     3.5964603E+8     3.9710864E+8              0.0              0.0     1.6387469E+7     151281.57280        265.80117              0.0      39659.45825              0.0              0.0       8766.51471     847285.69370     241055.21385    1.2971257E-10    1.7403039E-10              0.0              0.0     3.3465842E+7     1.2876799E+7      0.0070652   1.7215908E-9
1984-12-01T00:00:00   181     1           31.0         5510.0     3.7640041E+8     3.8281264E+8              0.0              0.0     8.3582359E+6     139253.84880        265.80087              0.0      39659.45825              0.0              0.0       8808.06913     416707.22473     380007.76101    1.5496669E-10    1.6601221E-10              0.0              0.0     4.0522883E+6     5.9268572E+6      0.0028681  7.3679807E-10
1985-01-01T00:00:00   182     1           31.0         5541.0     3.8122464E+8     3.8074114E+8              0.0              0.0     2.2141694E+6     146928.58280        265.80058              0.0      40071.62353              0.0              0.0       8849.39421     363147.03517     410889.37053    2.5431795E-10    1.9688714E-10              0.0              0.0     1.8266244E+6     4.3611126E+6      0.0025323  6.5660031E-10
1985-02-01T00:00:00   183     1           28.0         5569.0     3.6880401E+8     3.8365972E+8              0.0              0.0     1.5671993E+7     152539.07480        265.80031              0.0      40071.62353              0.0              0.0       8887.43782     497531.89423     341491.65801    2.1902816E-10    1.9522300E-10              0.0              0.0     7.4584331E+6     8.3096671E+6      0.0020692  5.2723079E-10
1985-03-01T00:00:00   184     1           31.0         5600.0     3.7204126E+8     3.7912250E+8              0.0              0.0     1.6087347E+7     146928.58280        265.80002              0.0      40071.62353              0.0              0.0       8926.26204     523791.67359     331485.26266    1.2827284E-10    3.2481228E-10              0.0     116564.10051     9.2919235E+6     1.8258256E+7      0.0041566   1.0444244E-9
1985-04-01T00:00:00   185     1           30.0         5630.0     3.9184786E+8     3.6954467E+8              0.0              0.0              0.0     159107.61980        265.79973              0.0      40071.62353              0.0              0.0       8958.73445     318698.79864     448232.29196    2.0970965E-10    2.0445828E-10              0.0     3.8555855E+6     1.0101887E+6     1.9200529E+7      0.1608063   4.0895044E-8
1985-05-01T00:00:00   186     1           31.0         5661.0     3.9457911E+8     3.6552525E+8              0.0              0.0              0.0     182465.93380        265.79944              0.0      40071.62353              0.0              0.0       8989.15449     258191.71316     454883.18903    1.7830084E-10    2.0608970E-10              0.0     4.2761134E+6     857989.96550     2.5287934E+7      3.4183811   8.6380422E-7
1985-06-01T00:00:00   187     1           30.0         5691.0     3.9468363E+8     3.6195986E+8              0.0              0.0              0.0     208922.56980        265.79916              0.0      40071.62353              0.0              0.0       9015.89880     231758.96287     456179.21386    1.7560730E-10    2.3095146E-10              0.0     1.7815804E+6     377312.19496     3.0917498E+7     10.1353991   2.5637622E-6
1985-07-01T00:00:00   188     1           31.0         5722.0     4.2041104E+8     3.4606016E+8              0.0              0.0              0.0     220279.88380        265.79887              0.0      40071.62353              0.0              0.0       9024.05344     232045.10134     454056.88613    2.4300888E-10    2.1579682E-10              0.0     3.8616020E+6     712752.20100     7.0791065E+7     17.1774704   4.0763232E-6
1985-08-01T00:00:00   189     1           31.0         5753.0     4.1178167E+8     3.4935923E+8              0.0              0.0              0.0     220874.03480        265.79857              0.0      40071.62353              0.0              0.0       9037.93817     220421.12397     455339.00993    1.9975832E-10    2.5077172E-10              0.0     3.4649031E+6     599569.87189     5.9132620E+7      5.7553475   1.3947556E-6
1985-09-01T00:00:00   190     1           30.0         5783.0     4.0008309E+8     3.5486393E+8              0.0              0.0              0.0     212605.02980        265.79829              0.0      40071.62353              0.0              0.0       9058.99962     354818.23920     426188.82075    1.3723883E-10    2.0214392E-10              0.0     1.8222325E+6     1.3497737E+6     4.4494006E+7      3.3112164   8.2403819E-7
1985-10-01T00:00:00   191     1           31.0         5814.0     3.8908621E+8     3.6234404E+8              0.0              0.0              0.0     185138.56080        265.79800              0.0      40071.62353              0.0              0.0       9089.10208     387287.09746     405326.88342    1.9116529E-10    2.1033101E-10              0.0     173477.96952     2.2195661E+6     2.8616329E+7   3.9738417E-4  1.0144250E-10
1985-11-01T00:00:00   192     1           30.0         5844.0     3.6726457E+8     3.7726833E+8              0.0              0.0     8.9484921E+6     159107.61980        265.79772              0.0      40071.62353              0.0              0.0       9129.27855     570172.52020     311483.29185    1.5563845E-10    2.0462864E-10              0.0              0.0     1.3083465E+7     1.2158989E+7      0.0018562  4.7606421E-10
1985-12-01T00:00:00   193     1           31.0         5875.0     3.6312402E+8     3.7961702E+8              0.0              0.0     1.2691673E+7     146928.58280        265.79743              0.0      40071.62353              0.0              0.0       9172.95768     523159.80784     333247.05377    2.1103329E-10    2.3142379E-10              0.0              0.0     9.2946181E+6     5.5674335E+6   3.9601326E-4  1.0268088E-10
1986-01-01T00:00:00   194     1           31.0         5906.0     3.5220347E+8     3.8733137E+8              0.0              0.0     1.8698249E+7     137109.08380        265.79714              0.0      40392.19657              0.0              0.0       9220.08445     714421.35628     270990.60551    1.9226694E-10    1.7880174E-10              0.0              0.0     2.1387270E+7     5.2953794E+6      0.0064493   1.6408547E-9
1986-02-01T00:00:00   195     1           28.0         5934.0     3.3125697E+8     4.1137669E+8              0.0              0.0     2.4367619E+7     142773.00780        265.79688              0.0      40392.19657              0.0              0.0       9270.68525     1.2204741E+6     204815.88266    2.0620091E-10    2.3856637E-10              0.0              0.0     6.3480087E+7     8.6322597E+6      0.0026575  6.3218107E-10
1986-03-01T00:00:00   196     1           31.0         5965.0     3.6069855E+8     3.7577606E+8              0.0              0.0     1.9688762E+7     137109.08380        265.79659              0.0      40392.19657              0.0              0.0       9310.55507     634346.83154     293710.69622    2.1016070E-10    1.3779158E-10              0.0              0.0     1.6532097E+7     2.1378227E+7      0.0027729  6.9741113E-10
1986-04-01T00:00:00   197     1           30.0         5995.0     3.8273267E+8     3.6390738E+8              0.0              0.0              0.0     149404.11280        265.79631              0.0      40392.19657              0.0              0.0       9344.88922     352551.81758     434437.61132    2.1467501E-10    2.4775733E-10              0.0     3.1426247E+6     1.6248296E+6     1.7107514E+7      0.0471899   1.2265056E-8
1986-05-01T00:00:00   198     1           31.0         6026.0     3.8743085E+8     3.5877228E+8              0.0              0.0              0.0     172984.88380        265.79602              0.0      40392.19657              0.0              0.0       9376.16405     347800.55089     439732.40014    1.7196818E-10    2.6307090E-10              0.0     4.7271867E+6     1.5931147E+6     2.5290857E+7      2.6486921   6.8017658E-7
1986-06-01T00:00:00   199     1           30.0         6056.0     3.8685242E+8     3.5561255E+8              0.0              0.0              0.0     199693.49180        265.79574              0.0      40392.19657              0.0              0.0       9404.09195     201200.46175     464561.07038    2.5500376E-10    1.7653316E-10              0.0     2.1220817E+6     356519.64183     2.9042520E+7     12.4312621   3.2084750E-6
1986-07-01T00:00:00   200     1           31.0         6087.0     4.1124841E+8     3.3981434E+8              0.0              0.0              0.0     211158.96680        265.79545              0.0      40392.19657              0.0              0.0       9413.87995     223014.81638     464005.52437    1.5293164E-10    1.9251800E-10              0.0     4.2012026E+6     666468.67527     6.7478536E+7      105.60381   2.5620887E-5
1986-08-01T00:00:00   201     1           31.0         6118.0     4.0499009E+8     3.4208094E+8              0.0              0.0              0.0     211758.77780        265.79516              0.0      40392.19657              0.0              0.0       9427.83875     224874.33911     462990.52210    2.6718015E-10    2.0692797E-10              0.0     3.9858019E+6     672587.71224     5.9177288E+7      2.5269648   6.2251520E-7
1986-09-01T00:00:00   202     1           30.0         6148.0     3.9042831E+8     3.4967735E+8              0.0              0.0              0.0     203411.01880        265.79488              0.0      40392.19657              0.0              0.0       9450.83430     388997.33317     413643.98379    2.0366854E-10    2.2993010E-10              0.0     800833.48002     2.4266408E+6     4.2179911E+7      4.1260833   1.0491342E-6
1986-10-01T00:00:00   203     1           31.0         6179.0     3.8412025E+8     3.5356237E+8              0.0              0.0              0.0     175682.96480        265.79460              0.0      40392.19657              0.0              0.0       9479.67290     343615.06538     444916.86475    2.1790353E-10    1.3958303E-10              0.0     1.1451987E+6     786011.66722     2.9952889E+7      0.0215727   5.5990758E-9
1986-11-01T00:00:00   204     1           30.0         6209.0     3.7619392E+8     3.6011559E+8              0.0              0.0              0.0     149404.11280        265.79432              0.0      40392.19657              0.0              0.0       9514.12195     314355.34801     454181.42055    1.9353503E-10    1.9266720E-10              0.0     325103.85356     380267.86690     1.5875407E+7      0.0042860   1.1370812E-9
1986-12-01T00:00:00   205     1           31.0         6240.0     3.6834780E+8     3.6749053E+8              0.0              0.0     991781.89366     137109.08380        265.79403              0.0      40392.19657              0.0              0.0       9556.00396     433873.97116     384699.86293    2.2908642E-10    2.1057199E-10              0.0              0.0     4.2584979E+6     6.0507122E+6      0.0019358  5.1750371E-10
1987-01-01T00:00:00   206     1           31.0         6271.0     3.5319199E+8     3.7391566E+8              0.0              0.0     1.1729922E+7     137055.61280        265.79375              0.0      40781.46397              0.0              0.0       9601.30622     592167.77670     310035.55772    1.9338637E-10    2.4296042E-10              0.0              0.0     1.3468122E+7     4.6509004E+6      0.0042668   1.1257353E-9
1987-02-01T00:00:00   207     1           28.0         6299.0     3.5032475E+8     3.7474933E+8              0.0              0.0     1.6667216E+7     142800.95080        265.79349              0.0      40781.46397              0.0              0.0       9641.86826     622329.00436     302833.26730    1.8885617E-10    2.3727632E-10              0.0              0.0     1.5553521E+7     8.0042534E+6      0.0031128  8.1229671E-10
1987-03-01T00:00:00   208     1           31.0         6330.0     3.6032683E+8     3.6344439E+8              0.0              0.0     1.4645701E+7     137055.61280        265.79320              0.0      40781.46397              0.0              0.0       9680.97100     541252.06551     350056.62468    2.9739306E-10    2.0462546E-10              0.0     1.4606645E+6     9.1183982E+6     1.9271378E+7      0.0048538   1.2617943E-9
1987-04-01T00:00:00   209     1           30.0         6360.0     3.7840923E+8     3.5568853E+8              0.0              0.0              0.0     149527.38280        265.79293              0.0      40781.46397              0.0              0.0       9714.21499     303466.61756     458702.13203    1.3855160E-10    2.1048252E-10              0.0     4.6634727E+6     1.0672158E+6     1.8851009E+7      0.0136985   3.6065568E-9
1987-05-01T00:00:00   210     1           31.0         6391.0     3.8239294E+8     3.5075301E+8              0.0              0.0              0.0     173447.12680        265.79264              0.0      40781.46397              0.0              0.0       9744.47759     282287.96998     460307.81299    2.5087243E-10    1.4886707E-10              0.0     5.5285841E+6     1.1348231E+6     2.6926007E+7      2.0519499   5.3456923E-7
1987-06-01T00:00:00   211     1           30.0         6421.0     3.7982551E+8     3.4898023E+8              0.0              0.0              0.0     200539.67880        265.79237              0.0      40781.46397              0.0              0.0       9772.71336     232333.81790     464042.53382    2.1135966E-10    2.3579396E-10              0.0     2.0858008E+6     417013.45610     2.8775527E+7     12.5598661   3.3007467E-6
1987-07-01T00:00:00   212     1           31.0         6452.0     4.0190503E+8     3.3406456E+8              0.0              0.0              0.0     212169.96480        265.79208              0.0      40781.46397              0.0              0.0       9784.17924     220531.00377     465634.23425    1.8657063E-10    1.8834480E-10              0.0     4.0515682E+6     636460.27595     6.3999357E+7      8.5780694   2.1295939E-6
1987-08-01T00:00:00   213     1           31.0         6483.0     3.9797151E+8     3.3535967E+8              0.0              0.0              0.0     212778.40580        265.79180              0.0      40781.46397              0.0              0.0       9798.34293     229662.57196     464416.14465    1.6954247E-10    2.2439305E-10              0.0     4.0173627E+6     677837.13303     5.8856041E+7      4.4873599   1.1248770E-6
1987-09-01T00:00:00   214     1           30.0         6513.0     3.8952959E+8     3.3934891E+8              0.0              0.0              0.0     204310.64080        265.79152              0.0      40781.46397              0.0              0.0       9817.98101     231460.00419     464137.75603    2.1995374E-10    1.9168667E-10              0.0     3.5954848E+6     612147.11348     4.6791995E+7      418.85307   1.0728421E-4
1987-10-01T00:00:00   215     1           31.0         6544.0     3.7630290E+8     3.4795753E+8              0.0              0.0              0.0     176183.99380        265.79124              0.0      40781.46397              0.0              0.0       9847.73856     398604.12003     415552.05949    2.1250244E-10    1.7064794E-10              0.0     191893.66900     2.3475590E+6     3.0339104E+7   2.3669004E-4  6.2436354E-11
1987-11-01T00:00:00   216     1           30.0         6574.0     3.5813056E+8     3.6086182E+8              0.0              0.0     5.9980793E+6     149527.38280        265.79097              0.0      40781.46397              0.0              0.0       9887.30564     537062.19976     339854.31444    1.3672688E-10    2.1053017E-10              0.0              0.0     9.6906178E+6     1.3036282E+7      0.0023817  6.3613759E-10
1987-12-01T00:00:00   217     1           31.0         6605.0     3.3773703E+8     3.7656421E+8              0.0              0.0     1.7594413E+7     137055.61280        265.79069              0.0      40781.46397              0.0              0.0       9936.09119     802011.38066     267314.81795    1.8612572E-10    2.0942614E-10              0.0              0.0     2.6868552E+7     6.0645373E+6      0.0072491   1.8924915E-9
1988-01-01T00:00:00   218     1           31.0         6636.0     3.3882348E+8     3.7522556E+8              0.0              0.0     2.0197829E+7     141664.31080        265.79040              0.0      41308.11965              0.0              0.0       9983.88464     713198.06942     283280.81775    2.5648562E-10    2.3796760E-10              0.0              0.0     2.0666194E+7     4.7817838E+6      0.0061615   1.6195653E-9
1988-02-01T00:00:00   219     1           29.0         6665.0     3.6653469E+8     3.5498333E+8              0.0              0.0              0.0     145423.97280        265.79014              0.0      41308.11965              0.0              0.0      10020.09392     348562.68533     451763.08999    1.5381327E-10    1.8891891E-10              0.0     2.0429212E+6     923234.78631     1.0214600E+7      0.0068415   1.8598821E-9
1988-03-01T00:00:00   220     1           31.0         6696.0     3.7670000E+8     3.4747206E+8              0.0              0.0              0.0     141664.31080        265.78986              0.0      41308.11965              0.0              0.0      10052.41921     298707.93500     460707.39060    2.1800368E-10    1.6844282E-10              0.0     6.8615013E+6     1.4166889E+6     2.3510981E+7      0.3085917   8.1539448E-8
1988-04-01T00:00:00   221     1           30.0         6726.0     3.6706184E+8     3.5229613E+8              0.0              0.0              0.0     154343.57180        265.78959              0.0      41308.11965              0.0              0.0      10088.75509     422132.39044     408364.09624    1.8812247E-10    1.3513666E-10              0.0     1.4826902E+6     3.2419249E+6     1.6415859E+7      0.7658048   2.0654583E-7
1988-05-01T00:00:00   222     1           31.0         6757.0     3.7251679E+8     3.4643138E+8              0.0              0.0              0.0     178661.26680        265.78930              0.0      41308.11965              0.0              0.0      10121.52810     374272.08158     435852.83805    2.5690703E-10    2.3201369E-10              0.0     3.7227968E+6     1.8431014E+6     2.3996921E+7      3.0251045   8.0717726E-7
1988-06-01T00:00:00   223     1           30.0         6787.0     3.7207800E+8     3.4337664E+8              0.0              0.0              0.0     206204.55980        265.78903              0.0      41308.11965              0.0              0.0      10150.78194     348549.05974     453866.97956    2.6900521E-10    1.9082294E-10              0.0     1.2110996E+6     722118.83006     2.7932273E+7      1.2447037   3.3353060E-7
1988-07-01T00:00:00   224     1           31.0         6818.0     4.0019883E+8     3.2535310E+8              0.0              0.0              0.0     218028.33480        265.78875              0.0      41308.11965              0.0              0.0      10159.07795     229445.61915     467938.17640    2.2968237E-10    1.2572154E-10              0.0     4.5018956E+6     705643.07535     7.0624383E+7      6.0466102   1.5072232E-6
1988-08-01T00:00:00   225     1           31.0         6849.0     3.9168772E+8     3.2875772E+8              0.0              0.0              0.0     218646.90680        265.78847              0.0      41308.11965              0.0              0.0      10173.22580     237022.18916     466541.14453    1.8526305E-10    1.7676417E-10              0.0     4.0731156E+6     692798.65522     5.9132931E+7      9.7340475   2.4790071E-6
1988-09-01T00:00:00   226     1           30.0         6879.0     3.8260607E+8     3.3317382E+8              0.0              0.0              0.0     210038.25980        265.78820              0.0      41308.11965              0.0              0.0      10193.33585     234692.14307     466531.82946    1.6899110E-10    1.3708503E-10              0.0     3.5575329E+6     605698.14940     4.6069916E+7      2.9680765   7.7396846E-7
1988-10-01T00:00:00   227     1           31.0         6910.0     3.7093290E+8     3.4047386E+8              0.0              0.0              0.0     181443.66780        265.78792              0.0      41308.11965              0.0              0.0      10222.53036     332505.34021     457855.13853    1.5223786E-10    2.4505010E-10              0.0     994409.85648     503051.81844     2.9692232E+7      0.3274540   8.8070253E-8
1988-11-01T00:00:00   228     1           30.0         6940.0     3.4581356E+8     3.5823237E+8              0.0              0.0     1.0445239E+7     154343.57180        265.78765              0.0      41308.11965              0.0              0.0      10263.94996     632332.93665     312842.92671    1.5075442E-10    1.9630443E-10              0.0              0.0     1.4762829E+7     1.2985713E+7   3.4755468E-4  9.3505208E-11
1988-12-01T00:00:00   229     1           31.0         6971.0     3.4249996E+8     3.6143400E+8              0.0              0.0     1.4043156E+7     141664.31080        265.78737              0.0      41308.11965              0.0              0.0      10308.67995     563604.69490     337109.55132    1.8702521E-10    2.0626292E-10              0.0              0.0     1.0819920E+7     6.0451368E+6   7.1829557E-4  1.9520587E-10
1989-01-01T00:00:00   230     1           31.0         7002.0     3.5376930E+8     3.5467652E+8              0.0              0.0     3.2024980E+6     139467.53380        265.78710              0.0      41949.26559              0.0              0.0      10351.62199     405303.94040     419544.76558    2.2449382E-10    1.6638000E-10              0.0        325.51366     2.2661797E+6     4.4392874E+6      0.0023097  6.4213876E-10
1989-02-01T00:00:00   231     1           28.0         7030.0     3.5688789E+8     3.5165857E+8              0.0              0.0     885228.48037     145441.88080        265.78685              0.0      41949.26559              0.0              0.0      10388.94881     394685.59192     426676.85106    2.5454471E-10    1.4952536E-10              0.0     478947.66406     1.8882735E+6     7.3782664E+6      0.0039893   1.1078306E-9
1989-03-01T00:00:00   232     1           31.0         7061.0     3.3607792E+8     3.5993794E+8              0.0              0.0     1.9566970E+7     139467.53380        265.78657              0.0      41949.26559              0.0              0.0      10432.44751     774613.28879     276511.28902    2.4395991E-10    1.8652702E-10              0.0              0.0     2.2938663E+7     1.9036024E+7      0.0018601  4.9026893E-10
1989-04-01T00:00:00   233     1           30.0         7091.0     3.6414488E+8     3.4433087E+8              0.0              0.0              0.0     152436.44480        265.78630              0.0      41949.26559              0.0              0.0      10467.39966     385644.01551     436308.41761    2.0229454E-10    1.9253332E-10              0.0     3.7573360E+6     1.9316874E+6     1.7817009E+7      0.7327299   1.9992389E-7
1989-05-01T00:00:00   234     1           31.0         7122.0     3.6836540E+8     3.3920622E+8              0.0              0.0              0.0     177309.65880        265.78602              0.0      41949.26559              0.0              0.0      10499.31186     290766.77095     465160.26787    2.5863460E-10    1.5978155E-10              0.0     5.2013566E+6     1.0609554E+6     2.4698794E+7      3.1820787   8.6058100E-7
1989-06-01T00:00:00   235     1           30.0         7152.0     3.6640976E+8     3.3699264E+8              0.0              0.0              0.0     205482.16380        265.78576              0.0      41949.26559              0.0              0.0      10528.58033     310901.70097     463975.09570    1.9501745E-10    1.2329795E-10              0.0     1.8227617E+6     539946.94022     2.7807446E+7      4.6921578   1.2774630E-6
1989-07-01T00:00:00   236     1           31.0         7183.0     3.9115980E+8     3.2043036E+8              0.0              0.0              0.0     217576.04680        265.78548              0.0      41949.26559              0.0              0.0      10538.82636     230117.00998     469491.85896    2.1263966E-10    1.8151116E-10              0.0     4.2904537E+6     673161.91403     6.6686992E+7      120.14408   3.0640765E-5
1989-08-01T00:00:00   237     1           31.0         7214.0     3.8429963E+8     3.2323501E+8              0.0              0.0              0.0     218208.74780        265.78520              0.0      41949.26559              0.0              0.0      10553.94010     244323.90228     467878.88274    2.7312178E-10    1.1601075E-10              0.0     3.9729662E+6     684944.06877     5.7366982E+7      484.63593   1.2579080E-4
1989-09-01T00:00:00   238     1           30.0         7244.0     3.7127668E+8     3.3047405E+8              0.0              0.0              0.0     209403.44280        265.78494              0.0      41949.26559              0.0              0.0      10577.25421     425685.19538     414935.21755    2.1365521E-10    1.5461722E-10              0.0     687023.18288     2.9439012E+6     4.2892483E+7      4.2666122   1.1387092E-6
1989-10-01T00:00:00   239     1           31.0         7275.0     3.6004677E+8     3.3912125E+8              0.0              0.0     635065.97117     180155.62480        265.78466              0.0      41949.26559              0.0              0.0      10610.82991     477787.58319     392351.30748    1.9846840E-10    2.9182062E-10              0.0      79575.35934     4.7603589E+6     2.6178256E+7      0.0011134  3.0424311E-10
1989-11-01T00:00:00   240     1           30.0         7305.0     3.5411995E+8     3.4481908E+8              0.0              0.0     1.0429849E+6     152436.44480        265.78440              0.0      41949.26559              0.0              0.0      10648.47372     432300.51129     408902.82563    2.1426025E-10    2.1583139E-10              0.0      10886.46542     3.5193040E+6     1.3754798E+7      0.0035039  9.7559592E-10
